Feature ID	Taxon	Phylum	Algae_group	Class	Order	Family	Genus	Genus_clean	Genus_abundant	species	confidence
016c8bec0e4795fdfa91b81c0222f064	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.759740348
016d25829bf9c637931ae32a79e73937	d__Eukaryota	Cercozoa	Other eukaryotes	Glissomonadida	 o__Glissomonadida	 f__Glissomonadida	 g__Heteromita	metagenome	others		0.999311817
01720a6c57d4fc24d048191596dacafd	d__Eukaryota	uncultured	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured	metagenome	others		0.999999956
0172d6a55981cee21713174c8d55e9a7	d__Eukaryota	Ascomycota	Other eukaryotes	Dothideomycetes	0.901676841				others		
01732e1f44e3d1fb4b36024e907875a4	d__Eukaryota	Diatomea	Other eukaryotes	Bacillariophyceae	 o__Bacillariophyceae	 f__Bacillariophyceae	0.890250586		others		
01764e122af69c76af13d34bd4468834	d__Eukaryota	Arthropoda	Other eukaryotes	Insecta	 o__Hemiptera	 f__Hemiptera	 g__Hemiptera	Acyrthosiphon	others	pisum	0.999999559
0177168293c768957f63e40ee41c02f1	d__Eukaryota	Cercozoa	Other eukaryotes	Glissomonadida	 o__Glissomonadida	 f__Glissomonadida	 g__Glissomonadida	metagenome	others		0.999999641
0177f27bf4ea959cb5917eb5adf44be5	d__Eukaryota	Chytridiomycota	Other eukaryotes	unassigned					others		
017a4502401e30a04521f41256f1860e	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Spirotrichea	 f__Hypotrichia	 g__Hypotrichia		others		
017b72f0f44005747e2b7ddaf8c6028b	d__Eukaryota	Cercozoa	Other eukaryotes	Vampyrellidae	 o__Vampyrellidae	 f__Vampyrellidae	 g__Vampyrella	uncultured	others	eukaryote	0.995090112
017d92e47a14672c0e63f89cd5f7f309	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Tubulinea	 f__Tubulinea	 g__Tubulinea	Tubulinea	others	group	0.999966317
0181addf9a7fe38002e3a6413fa730e6	d__Eukaryota	Gracilipodida	Other eukaryotes	Gracilipodida	 o__Gracilipodida	 f__Gracilipodida	 g__Flamella	Macrotyloma	others	uniflorum	0.999988897
0184c0a8d37c13ed1696b090c7dd9904	d__Eukaryota	Ascomycota	Other eukaryotes	Pezizomycetes	 o__Pezizales	 f__Rhizinaceae	 g__Phymatotrichopsis	metagenome	others		0.734436791
0187511f2f32f828c38070d512438ba9	d__Eukaryota	Holozoa	Other eukaryotes	Ichthyosporea	 o__Pseudoperkinsidae	 f__Pseudoperkinsidae	 g__Anurofeca		others		
0189efc4ad7abfe7efd4b022a461ad77	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
018a04086a2bf01c5d0a9ebbe02a5077	d__Eukaryota	Cryptomycota	Other eukaryotes	LKM11	 o__LKM11	 f__LKM11	 g__LKM11	uncultured	others	eukaryote	0.96024653
018aeae6b680124b28c614591d9628b2	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Spirotrichea	 f__Hypotrichia	 g__Hypotrichia	Pseudonotohymena	others	antarctica	0.898903377
018e316c7ff601ccdbaa99fc1eaf780b	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	0.999931079		others		
018ef7873b28e3cf01a085e616520540	d__Eukaryota	Ochrophyta	Other eukaryotes	Xanthophyceae	 o__Mischococcales	 f__Mischococcales	 g__Mischococcales	Botrydiopsis	others	sp.	0.805744157
019c3d03e60d6b190c12a63b4efd5083	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	 o__Magnoliophyta	 f__Magnoliophyta	 g__Magnoliophyta		others		
019cdd29666177e03ac93dc0113a63c4	d__Eukaryota	unassigned	Other eukaryotes						others		
019d3718ead24eb99b60e88dc7ff6b93	d__Eukaryota	Chytridiomycota	Other eukaryotes	Chytridiomycetes	 o__Spizellomycetales	 f__Powellomycetaceae	 g__Powellomycetaceae	Powellomyces	others	sp.	0.915216024
019ed9184f0af75fe0e157e43c983932	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Leptomyxida	 f__Leptomyxida	 g__Leptomyxa	metagenome	others		0.812278487
01a012da88cbe777fd171fb7ede093b7	d__Eukaryota	Chlorophyta	Green algae	Chlorophyceae	 o__Chlorophyceae	 f__Chlorophyceae	 g__Chlorophyceae	Chlamydomonadaceae	Chlamydomonadaceae	sp.	0.732420426
01a04c2edb9ab8f0a780c17567a52fae	d__Eukaryota	Basidiomycota	Other eukaryotes	Agaricomycetes	 o__Agaricales	0.909703502			others		
01a2cc17f080c9ed3bb7ebcb5fd12c06	d__Eukaryota	Cercozoa	Other eukaryotes	Incertae_Sedis	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Gymnophrys		others		
01a6113d5fac8732fb45eb51e89e84b2	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
01a6c8469e6d3ca9fced3aeb53265a45	d__Eukaryota	Apusomonadidae	Other eukaryotes	Apusomonadidae	 o__Apusomonadidae	 f__Apusomonadidae	 g__Apusomonadidae	Hemimastix	others	sp.	0.94590288
01a8fb79733432ef0ca0a6b6396ec315	d__Eukaryota	Chlorophyta	Green algae	Chlorophyceae	 o__Chlorophyceae	 f__Chlorophyceae	 g__Chlorophyceae	Desmotetra	others	sp.	0.956447977
01abc93551432fd0694c67a4c30b4872	d__Eukaryota	Cryptomycota	Other eukaryotes	Incertae_Sedis	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Rozella	uncultured	others	eukaryote	0.799117839
01aef3ca7d8158289471b32f9b605968	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	 o__Magnoliophyta	 f__Magnoliophyta	 g__Magnoliophyta		others		
01b1d654c30c28366875427659030001	d__Eukaryota	unassigned	Other eukaryotes						others		
01b5bdfc75a626cf149f2bdbac62a137	d__Eukaryota	Ochrophyta	Other eukaryotes	Chrysophyceae	 o__Chromulinales	 f__Chromulinales	 g__Poteriospumella	Spumella-like	others	flagellate	0.964070112
01bc30eecaa005ba13bc5cbf1af2b62b	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	 g__uncultured	metagenome	others		0.926161208
01bc66e6c521de0e92215a019d39bf65	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Euglyphida	 g__Trinema		others		
01bf274c8fc6953ea4d803fe9132d44c	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
01bf9d276641793d3e225b6db61ab227	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Litostomatea	 f__Haptoria	 g__uncultured	Paraenchelys	others	terricola	0.72109554
01c12e154976c7d5628ebff9af934eae	d__Eukaryota	Ascomycota	Other eukaryotes	Taphrinomycetes	 o__Taphrinales	 f__Protomycetaceae	 g__Protomyces	Protomyces	others	macrosporus	0.943553433
01c4f62297071fc730664fdb04ba305f	d__Eukaryota	Cercozoa	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured	metagenome	others		0.836194456
01c56b744f5b4ce55fff6c4f08882141	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Euglyphida	0.999642856		others		
01c83a1e9ce82000f78177ef829cc636	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
01c8d7b68b27e67a5126cc67cb8b8a4b	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Centramoebida	 f__Centramoebida	 g__Acanthamoeba		others		
01d2eaf5aefecef327c6abf969eed4f1	d__Eukaryota	unassigned	Other eukaryotes						others		
01d47a18d1a24c916bc4bbef5c6a4fc5	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	Sorodiplophrys	others	stercorea	0.999020022
01d697279ebe140e33639f05665fe4a1	d__Eukaryota	Basidiomycota	Other eukaryotes	Agaricomycetes	0.999800126				others		
01d76cc3105efee10b7803dd5e6e0f11	d__Eukaryota	unassigned	Other eukaryotes						others		
01dad075e08bf48e7150036f2afe64aa	d__Eukaryota	unassigned	Other eukaryotes						others		
01e212b53113204c331c72c0d0622e14	d__Eukaryota	Cercozoa	Other eukaryotes	Glissomonadida	 o__Glissomonadida	 f__Glissomonadida	0.771071802		others		
01e344822e4487e2cd1a479c6407c38e	d__Eukaryota	Ascomycota	Other eukaryotes	Dothideomycetes	 o__Pleosporales	 f__Didymellaceae	 g__Ascochyta		others		
01e3806e8b3cc6d3b27fae5c8f50d206	d__Eukaryota	Ascomycota	Other eukaryotes	Leotiomycetes	0.775331663				others		
01e7b242332ee84d4c8a3e1e6dd89498	d__Eukaryota	unassigned	Other eukaryotes						others		
01e8257ffa2ad6788eb1ae27465e5938	d__Eukaryota	Rotifera	Other eukaryotes	Bdelloidea	 o__Adinetida	 f__Adinetida	 g__Adinetida		others		
01eb8deba52df14eaf052d97adc20c22	d__Eukaryota	Bicosoecida	Other eukaryotes	Bicosoecida	 o__Bicosoecida	 f__Bicosoecida	 g__Bicosoecida	uncultured	others	stramenopile	0.764000191
01eba916dc9278e07be8330c95058afb	d__Eukaryota	Tardigrada	Other eukaryotes	Eutardigrada	 o__Parachela	 f__Parachela	 g__Parachela		others		
01ec2d6542a7ad7da555e3d91b194aad	d__Eukaryota	Arthropoda	Other eukaryotes	Chilopoda	 o__Pleurostigmophora	 f__Pleurostigmophora	 g__Pleurostigmophora	Craterostigmus	others	tasmanianus	0.97435721
01ede6fd9d1174dc679a84696cfe9dd2	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.999997591
01f04c842621791c1b850057e28eef56	d__Eukaryota	Aphelidea	Other eukaryotes	Aphelidea	 o__Aphelidea	 f__Aphelidea	 g__uncultured	uncultured	others	fungus	0.745928649
01f2933b4372adf39c4eae77c2a787dd	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Dactylopodida	 f__Dactylopodida	 g__Dactylopodida	Tubulinea	others	group	0.999999964
01f3c65457695cd72aba7ea55b5bc7ef	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	Sorodiplophrys	others	stercorea	0.844231987
01f4e4a4d1fbef2809d108fa34379c34	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	 o__Magnoliophyta	 f__Magnoliophyta	 g__Magnoliophyta		others		
01f4f70fbb665e753616e06704f8c54a	d__Eukaryota	Cercozoa	Other eukaryotes	Glissomonadida	 o__Glissomonadida	 f__Glissomonadida	0.976317689		others		
01f83205a13825b9120e38b35fb51e01	d__Eukaryota	Cercozoa	Other eukaryotes	Glissomonadida	 o__Glissomonadida	 f__Glissomonadida	 g__Allantion	Allapsa	others	vibrans	0.994569732
01fbf0c118b02ac8d9ed7f2e37906857	d__Eukaryota	unassigned	Other eukaryotes						others		
01fd86887f89aaf9dbabfbaecbc00ac0	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	 g__Bryometopus	metagenome	others		0.970350778
01feb4962ae5be4a974156c792ef2219	d__Eukaryota	Arthropoda	Other eukaryotes	Arachnida	 o__Acari	 f__Acari	 g__Acari		others		
020226ded6846bf3a0354972a74ad6fe	d__Eukaryota	Euglenozoa	Other eukaryotes	Euglenida	 o__Heteronematina	 f__Heteronematina	 g__Petalomonas	Scytomonas	others	saepesedens	0.815894045
02023a2435009b5f9632f7945d7151a3	d__Eukaryota	Basidiomycota	Other eukaryotes	Agaricomycetes	0.999592				others		
02023b4ea6ed1fe4285565e17c3f188a	d__Eukaryota	unassigned	Other eukaryotes						others		
0207032ccba64b8897b879ad07413d7a	d__Eukaryota	Cercozoa	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured	metagenome	others		0.866087317
02080cf830b7b9ad508a24c31dc5aff3	d__Eukaryota	Ochrophyta	Other eukaryotes	Chrysophyceae	 o__Chromulinales	 f__Chromulinales	 g__Chrysamoeba		others		
0208ebb185e7cd9e02c1cf9be7c0f831	d__Eukaryota	Chlorophyta	Green algae	unassigned			unassigned	unassigned	others		
020e4f80ecc2659ce987def97527a58e	d__Eukaryota	Diatomea	Other eukaryotes	Bacillariophyceae	 o__Bacillariophyceae	 f__Bacillariophyceae	0.767419487		others		
020f4eb73d9a491d626e626db83e1aae	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Euglyphida	 g__Trinema		others		
020fd0806f4bdab04a8c90d98caf425d	d__Eukaryota	Chytridiomycota	Other eukaryotes	Chytridiomycetes	 o__Spizellomycetales	 f__Olpidiaceae	 g__Olpidium	Olpidium	others	brassicae	0.999998506
02126d94ccf608c88d0d468ffc6057d7	d__Eukaryota	Preaxostyla	Other eukaryotes	Preaxostyla	 o__Preaxostyla	 f__Preaxostyla	 g__Paratrimastix	Trimastix	others	marina	0.762537669
02129381311dce5c483d80f8acd48e46	d__Eukaryota	Schizoplasmodiida	Other eukaryotes	Schizoplasmodiida	 o__Schizoplasmodiida	 f__Schizoplasmodiida	 g__Phalansterium	metagenome	others		1
0212f1ea684e002433a4e80379bcaa4c	d__Eukaryota	unassigned	Other eukaryotes						others		
0212f3a4fa5a32d22ec536e6fad198e0	d__Eukaryota	Nematozoa	Other eukaryotes	Chromadorea	 o__Chromadorida	 f__Chromadorida	 g__Chromadorida		others		
021307493bcdc216625b76bf83cb5201	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Arcellinida	 f__Arcellinida	 g__Arcellinida	metagenome	others		1
021377e6895a5e77152222f1c5f24065	d__Eukaryota	Chlorophyta	Green algae	Chlorophyceae	 o__Chlorophyceae	 f__Chlorophyceae	 g__Chlorophyceae	unassigned	others		
0214102d73ad4d7f56f2bafa89c866ef	d__Eukaryota	unassigned	Other eukaryotes						others		
021792bbd5a0d464a30ff3b85c54e316	d__Eukaryota	Cercozoa	Other eukaryotes	Cercozoa	 o__Cercozoa	 f__Cercozoa	 g__Cercozoa	Nuclearia-like	others	filose	0.774686284
02198d92325ca3b48aadb725a364c2c9	d__Eukaryota	Cercozoa	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured	metagenome	others		0.986140975
021a7d1056679c235735c674d4f46a44	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	 o__Magnoliophyta	 f__Magnoliophyta	 g__Magnoliophyta		others		
021b1e0a776d7135dc3aa95acb857566	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Litostomatea	 f__Haptoria	 g__Arcuospathidium	metagenome	others		0.777095293
022116a73e3dfe3697e5eaab281ae1ae	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Spirotrichea	 f__Euplotia	 g__Euplotes	Euplotes	others	cf.	0.795557864
02213af22403be9a587021aa0690ded3	d__Eukaryota	Cercozoa	Other eukaryotes	Phytomyxea	 o__Phytomyxea	 f__Phytomyxea	 g__Phytomyxea	uncultured	others	eukaryote	0.999999524
02230083a023550b39c721bca65608f7	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Spongomonadida	 f__Spongomonadida	 g__Spongomonas	Spongomonas	others	minima	0.999836724
0225747477d42419c4122814518d6aa1	d__Eukaryota	Cercozoa	Other eukaryotes	Vampyrellidae	 o__Vampyrellidae	 f__Vampyrellidae	 g__Vampyrellidae		others		
0225c83859aae7ca67920eae26c4fe7e	d__Eukaryota	Chlorophyta	Green algae	Trebouxiophyceae	 o__Trebouxiophyceae	 f__Trebouxiophyceae	 g__Trebouxiophyceae	Coenocystis	others	inconstans	0.99996116
0227f51e20cad48adfe249215effbf49	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Centramoebida	 f__Centramoebida	 g__Acanthamoeba		others		
02299f078fcb52c3990adf77427d296a	d__Eukaryota	Cercozoa	Other eukaryotes	Thecofilosea	 o__Thecofilosea	 f__Thecofilosea	 g__Thecofilosea	metagenome	others		0.781716143
022c6dcf5d1397a011a32c8adccc377c	d__Eukaryota	Dinoflagellata	Other eukaryotes	Dinophyceae	0.79493768				others		
02304c77207399733bb6e81b690b0959	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__uncultured	metagenome	others		0.996157048
0233004df0d448b5be436b6a97b310fa	d__Eukaryota	Arthropoda	Other eukaryotes	Insecta	 o__Coleoptera	 f__Coleoptera	 g__Coleoptera		others		
0233ef8705180dd04db073e33ddb07a1	d__Eukaryota	Cercozoa	Other eukaryotes	Vampyrellidae	 o__Vampyrellidae	 f__Vampyrellidae	 g__Vampyrella	uncultured	others	eukaryote	0.992218794
02340b1a9670a1acde6f64f31adeb015	d__Eukaryota	unassigned	Other eukaryotes						others		
02375adcdb2ff098d76f48ebc7c312f2	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.998760049
023949d02753fed2c9bd8b7e885d5668	d__Eukaryota	unassigned	Other eukaryotes						others		
0239fe9f8e4cbcd087096ae69c31e187	d__Eukaryota	Cavosteliida	Other eukaryotes	Cavosteliida	 o__Cavosteliida	 f__Cavosteliida	 g__Cavosteliida	Schizoplasmodiopsis	others	pseudoendospora	0.999904724
023b1cad01f36335060dbf9c8fb9db63	d__Eukaryota	Cercozoa	Other eukaryotes	Vampyrellidae	 o__Vampyrellidae	 f__Vampyrellidae	 g__Vampyrella	uncultured	others	eukaryote	0.940500743
023f58a7b188dcce4c33e16a47f057b8	d__Eukaryota	unassigned	Other eukaryotes						others		
023f94e1db07a7981feea03139423b9a	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		1
0241b8c4e60e74f4e028686322fa3d36	d__Eukaryota	Apicomplexa	Other eukaryotes	Conoidasida	 o__Gregarinasina	 f__Eugregarinorida	 g__uncultured	uncultured	others	alveolate	0.732190147
02422a7811843ff6f0105f63a6e4d406	d__Eukaryota	Cercozoa	Other eukaryotes	Glissomonadida	 o__Glissomonadida	 f__Glissomonadida	 g__Allantion	Allapsa	others	vibrans	0.996463563
0242d67c926b9cf99f9874fa1df6969c	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Vannellida	 f__Vannellida	 g__Vannella	Amoebozoa	others	sp.	0.996944415
024394721075f17755ae44a567265f0d	d__Eukaryota	Arthropoda	Other eukaryotes	Arachnida	 o__Acari	 f__Acari	 g__Acari		others		
0244e30802d1629fd85aca3d880e97fa	d__Eukaryota	Rotifera	Other eukaryotes	Bdelloidea	 o__Adinetida	 f__Adinetida	 g__Adinetida		others		
02490bd4f1b20e5c6addba793c722319	d__Eukaryota	unassigned	Other eukaryotes						others		
024c53c9f09b68f3c830e910a083951c	d__Eukaryota	unassigned	Other eukaryotes						others		
02507dfe2e04bd617343a0fd5934f311	d__Eukaryota	Chytridiomycota	Other eukaryotes	Chytridiomycetes	 o__Spizellomycetales	 f__Powellomycetaceae	 g__Powellomycetaceae	Powellomyces	others	sp.	0.845928008
02555c0d5f5017ad537cba9280985dbc	d__Eukaryota	Ascomycota	Other eukaryotes	Dothideomycetes	 o__Dothideales	 f__Dothideaceae	 g__Dothidea		others		
02560b569e5e22c60204446fb2c243ca	d__Eukaryota	Mollusca	Other eukaryotes	Gastropoda	 o__Heterobranchia	 f__Heterobranchia	 g__Heterobranchia	Acusta	others	despecta	0.961939825
0256481ea8c4ee3fb21f3d528cbcd8ae	d__Eukaryota	Ascomycota	Other eukaryotes	Pezizomycetes	 o__Pezizales	 f__Ascodesmidaceae	 g__Cephaliophora		others		
0256f4b745aba93866630d08ed477ac9	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__uncultured	uncultured	others	Eimeriidae	0.99791487
02594448b09ad07e6db3beb669076b1f	d__Eukaryota	Cercozoa	Other eukaryotes	Incertae_Sedis	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Gymnophrys		others		
0259999380bbbe4eb8cfb187f88d5a6c	d__Eukaryota	Cavosteliida	Other eukaryotes	Cavosteliida	 o__Cavosteliida	 f__Cavosteliida	 g__Cavosteliida	Schizoplasmodiopsis	others	pseudoendospora	0.966302819
025a928b29ea56921db5d2f1ea20b55a	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	 g__Microdiaphanosoma	Microdiaphanosoma	others	arcuatum	0.890842452
025c05e83f3975f39f3b59f355f8f81c	d__Eukaryota	Ascomycota	Other eukaryotes	Dothideomycetes	 o__Pleosporales	0.778450333			others		
025d559072dbd07330168b91d5dcdead	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
025f56709822d5c6dd5e5f4563a728c7	d__Eukaryota	Diatomea	Other eukaryotes	Bacillariophyceae	 o__Bacillariophyceae	 f__Bacillariophyceae	0.993419752		others		
025ff6f6e1eb4f90eabf7824a868e5fa	d__Eukaryota	unassigned	Other eukaryotes						others		
0264b002ab1d51f7fee4a1a3f6382a7a	d__Eukaryota	Ochrophyta	Other eukaryotes	Chrysophyceae	 o__Ochromonadales	 f__Ochromonadales	 g__Paraphysomonas	metagenome	others		0.708688189
02675a57d000fbd0cab4d89b5228f106	d__Eukaryota	Chlorophyta	Green algae	Chlorophyceae	 o__Chlorophyceae	 f__Chlorophyceae	 g__Chlorophyceae	Heterochlamydomonas	Heterochlamydomonas	lobata	0.999727262
0268553f50715a5dd2367096ea795dc0	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.999967672
02685e8b0bf4ef54f3579dd8e51648d1	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Litostomatea	 f__Haptoria	 g__Didinium	Fuscheria	others	sp.	0.716788757
0270f735ac8b567c1557886863cc7a1c	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.996248158
02736bb0dfb35ddaf289e688fa839577	d__Eukaryota	Peronosporomycetes	Other eukaryotes	Peronosporomycetes	 o__Peronosporomycetes	 f__Peronosporomycetes	0.999827856		others		
02755c8c2c287b5e40a87847118ea64c	d__Eukaryota	Nematozoa	Other eukaryotes	Chromadorea	 o__Tylenchida	 f__Tylenchida	 g__Tylenchida	Filenchus	others	hamuliger	0.837989517
0276783627722a898b2a9869c0740d8b	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Vannellida	 f__Vannellida	 g__Vannellida	Vannella	others	sp.	0.988723093
02778ca68f018da47e749e009dd489fa	d__Eukaryota	Cercozoa	Other eukaryotes	Cercozoa	 o__Cercozoa	 f__Cercozoa	 g__Cercozoa	metagenome	others		0.999999988
027d25474286329357216ca63983bdb9	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Tubulinea	 f__Tubulinea	 g__Tubulinea	Tubulinea	others	group	0.999802638
027da451b2049435b6ec77a25f337e5e	d__Eukaryota	Bicosoecida	Other eukaryotes	Bicosoecida	 o__Bicosoecida	 f__Bicosoecida	 g__Bicosoecida	Adriamonas	others	peritocrescens	0.73855397
027eebd5184c2028be9ff57497bf446e	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	 o__Pinophyta	 f__Pinophyta	 g__Pinophyta	Picea	others	glauca	0.994018466
027f5b89db56105ba3bf2766d8d14469	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
0282d96190f89ea040b295d7a238eecb	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Vannellida	 f__Vannellida	 g__Vannella	Amoebozoa	others	sp.	0.999755885
028647d808139221dd6db0095469321d	d__Eukaryota	Chlorophyta	Green algae	Trebouxiophyceae	 o__Trebouxiophyceae	 f__Trebouxiophyceae	 g__Trebouxiophyceae	unassigned	others	bisecta	0.996814308
0286f6003c068a9d47da1d00dc2c24ba	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
02875955438750b5241734fc693c3d9d	d__Eukaryota	unassigned	Other eukaryotes						others		
028a2781d42a6ec10cd933051e2cf9b9	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.998343063
028c301729ac0b0ccde398fc38ddd0df	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Spirotrichea	 f__Hypotrichia	 g__Hypotrichia		others		
