Feature ID	Taxon	Phylum	Algae_group	Class	Order	Family	Genus	Genus_clean	Genus_abundant	species	confidence
1e66a5092232ed65a0e570b1afafc182	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
1e679aefdcbecb3c3a0848a01f969304	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.954595216
1e699ef1a2edf177570f14bb2ac92537	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	 o__Magnoliophyta	 f__Magnoliophyta	 g__Magnoliophyta		others		
1e6b7e22e4cd3f42b5128d6e2f4a5bf6	d__Eukaryota	Chytridiomycota	Other eukaryotes	Chytridiomycetes	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Catenomyces	Catenomyces	others	persicinus	0.931669766
1e6c2177def5715b0859b74e97c1a334	d__Eukaryota	Chlorophyta	Green algae	Ulvophyceae	 o__Ulvophyceae	 f__Ulvophyceae	 g__Ulvophyceae	Planophila	others	laetevirens	0.999697703
1e6db135c21a5030baea85a54e8bb018	d__Eukaryota	unassigned	Other eukaryotes						others		
1e6e07fcbd3e95b492cc80c3b9f8770a	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
1e6edb4cb6daeabad74431227f98ffe8	d__Eukaryota	unassigned	Other eukaryotes						others		
1e7001233cf3a28218eb86fb7d60ac1f	d__Eukaryota	Arthropoda	Other eukaryotes	Arachnida	 o__Acari	 f__Acari	 g__Acari		others		
1e75806ec271eb46844f7e99a0385fd1	d__Eukaryota	Mucoromycota	Other eukaryotes	Glomeromycetes	 o__Glomerales	 f__uncultured	 g__uncultured		others		
1e77a25a7f146dbe786bb3053525cd3b	d__Eukaryota	Cercozoa	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured	Ammopiptanthus	others	mongolicus	0.99999998
1e7a3ddc9516afa4b01807af1af68254	d__Eukaryota	Mucoromycota	Other eukaryotes	Glomeromycetes	0.724615475				others		
1e7b16780f8f1642fee3017249fd63d4	d__Eukaryota	Cercozoa	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured	Dimorpha-like	others	sp.	0.9999997
1e7d246ce24ed66583f186e6b287b3c4	d__Eukaryota	Apicomplexa	Other eukaryotes	Conoidasida	 o__Gregarinasina	0.983684957			others		
1e7daa11a94c84d297830a2f41e9729c	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Spongomonadida	 f__Spongomonadida	 g__Spongomonas	Spongomonas	others	minima	0.999748361
1e7e57c9df031b543baf8a06a9063d37	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	Sorodiplophrys	others	stercorea	0.999856405
1e7ef72becc76b345f373149e1a7b70f	d__Eukaryota	Cryptophyceae	Other eukaryotes	Cryptophyceae	 o__Cryptomonadales	 f__Cryptomonadales	0.815735687		others		
1e7fcc8759ca8b85a9dcf14e225f6f39	d__Eukaryota	unassigned	Other eukaryotes						others		
1e800098039b9500a404e4f42ba61a31	d__Eukaryota	unassigned	Other eukaryotes						others		
1e81f8ab6c8fcf51962da3ec6dcfc1e1	d__Eukaryota	unassigned	Other eukaryotes						others		
1e82a5f1ce66aeca7e390e41ed0ed2a8	d__Eukaryota	Gracilipodida	Other eukaryotes	Gracilipodida	 o__Gracilipodida	 f__Gracilipodida	 g__Filamoeba	Filamoeba	others	sp.	0.841738544
1e89ab4c5f150754820dc4680a398db3	d__Eukaryota	unassigned	Other eukaryotes						others		
1e8a1936ba5bcf6f6756cbab257b1941	d__Eukaryota	Zoopagomycota	Other eukaryotes	Incertae_Sedis	 o__Zoopagales	 f__Piptocephalidaceae	 g__Piptocephalis	Piptocephalis	others	graefenhanii	0.719972463
1e8d73c1d4ee471a836ca4d2b4ee9702	d__Eukaryota	unassigned	Other eukaryotes						others		
1e8e9755fd4a75d1e629458428b77495	d__Eukaryota	unassigned	Other eukaryotes						others		
1e901a00600f2376159b7c8765bf466d	d__Eukaryota	unassigned	Other eukaryotes						others		
1e915d3ead5eabf57b7cdabd34a3c3f0	d__Eukaryota	Ochrophyta	Other eukaryotes	Chrysophyceae	 o__Chrysophyceae	 f__Chrysophyceae	 g__Chrysophyceae	marine	others	metagenome	0.992936286
1e91b7ca9b0c813900b852324166d1d9	d__Eukaryota	Basidiomycota	Other eukaryotes	Ustilaginomycetes	 o__Ustilaginales	 f__Ustilaginaceae	 g__Melanopsichium	uncultured	others	eukaryote	0.801334309
1e936cfd0ce41588c7003f6c531ea499	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Dactylopodida	 f__Dactylopodida	 g__Angulamoeba	Angulamoeba	others	fungorum	1
1e96ac3a7e8f2a2b66410364a43f6089	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.966018331
1e982e383e3d26d2f5686a9812026ebb	d__Eukaryota	Dinoflagellata	Other eukaryotes	Dinophyceae	0.868510763				others		
1e9a48c30d42672c66adad0336d13c55	d__Eukaryota	Cryptomycota	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured	invertebrate	others	environmental	0.723712986
1e9d57185a3dee67007efad4e5fa6f08	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	 g__Microdiaphanosoma	Microdiaphanosoma	others	arcuatum	0.718964508
1e9e113bd12b0036ddc203b83140b46a	d__Eukaryota	Chytridiomycota	Other eukaryotes	unassigned					others		
1ea0994d33e361c57d5697919079a599	d__Eukaryota	Cercozoa	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured	metagenome	others		0.999994729
1ea3dad0a222a02e4056ecb1053a0932	d__Eukaryota	Chytridiomycota	Other eukaryotes	Chytridiomycetes	 o__Rhizophydiales	 f__Kappamycetaceae	 g__Kappamycetaceae	uncultured	others	Chytridiomycota	0.905110409
1eaa4902a5861a943e05400de1cfaf46	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.996497311
1eb32cdf6152321c1787107a3f3bbc8b	d__Eukaryota	Cercozoa	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured	uncultured	others	Cercozoa	0.999999997
1eb64f1e26797ced384c6c5400ba8376	d__Eukaryota	Peronosporomycetes	Other eukaryotes	Peronosporomycetes	 o__Peronosporomycetes	 f__Peronosporomycetes	 g__Phytophthora	Phytophthora	others	infestans	0.763466415
1ebacf2b9870c7ca03590ac7335adf66	d__Eukaryota	Dinoflagellata	Other eukaryotes	Dinophyceae	0.867973626				others		
1ebbbee144478442e4371f50f88a5fce	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Euglyphida	 g__Trinema		others		
1ebc2856adde33da23df5827a6f04612	d__Eukaryota	Nematozoa	Other eukaryotes	Chromadorea	 o__Tylenchida	 f__Tylenchida	 g__Tylenchida	Aphelenchoides	others	fragariae	0.962550677
1ebfb66e03409de6f89dcd7f93b85f54	d__Eukaryota	Holozoa	Other eukaryotes	Choanoflagellida	0.998091785				others		
1ec2350fa888cd96f8d6ed19c641e80d	d__Eukaryota	Chytridiomycota	Other eukaryotes	Chytridiomycetes	 o__Lobulomycetales	 f__Lobulomycetaceae	0.890693879		others		
1ec571aa25623106f357bc072762b8f5	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__Paracercomonas		others		
1ec5e2bbe96026f651346e9fabc325e1	d__Eukaryota	unassigned	Other eukaryotes						others		
1ecf3751372325bc1dd56bfa25a44b45	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	 o__Magnoliophyta	 f__Magnoliophyta	 g__Magnoliophyta		others		
1ed56aab4c7684257f8ef493e7a0aeb0	d__Eukaryota	Bicosoecida	Other eukaryotes	Bicosoecida	 o__Bicosoecida	 f__Bicosoecida	 g__Bicosoecida	Adriamonas	others	peritocrescens	0.973545995
1edb7db8062de2ea40b17152ae187585	d__Eukaryota	Cercozoa	Other eukaryotes	Glissomonadida	 o__Glissomonadida	 f__Glissomonadida	 g__uncultured	metagenome	others		0.999999935
1edddc2766bd52620a67e8faa6b4758a	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__uncultured	uncultured	others	Cercozoa	0.999999869
1edf6b588094b94f71d592419cda8322	d__Eukaryota	Cryptophyceae	Other eukaryotes	Cryptophyceae	 o__Cryptophyceae	 f__Cryptophyceae	 g__Goniomonas	Goniomonas	others	sp.	0.999999948
1ee43a7a5e54edb458588de164b7e1c2	d__Eukaryota	Cercozoa	Other eukaryotes	Glissomonadida	 o__Glissomonadida	 f__Glissomonadida	 g__uncultured	metagenome	others		0.999976361
1ee5fe05a96f4cc47621e24bf5a268d2	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.997592621
1ee689cb2c0179e437c6f98107f7415e	d__Eukaryota	Holozoa	Other eukaryotes	Choanoflagellida	 o__Codonosigidae	 f__Codonosigidae	 g__Monosiga	Monosiga	others	ovata	0.996852499
1ee870684ae5be4c2caa9ef7a40a2a29	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Euglyphida	 g__Paulinella		others		
1ee8f88f3e3cc16952ac637e82f7c5a1	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	0.860057152				others		
1ee9d85fabaab68d8d702dc62b8952c2	d__Eukaryota	Nematozoa	Other eukaryotes	Chromadorea	 o__Monhysterida	 f__Monhysterida	 g__Monhysterida	metagenome	others		1
1eeafc8bfaa996919d81910a8f21f114	d__Eukaryota	Gracilipodida	Other eukaryotes	Gracilipodida	 o__Gracilipodida	 f__Gracilipodida	 g__Flamella	uncultured	others	marine	0.96384555
1ef218816fabcffb32efdc4a19fd0961	d__Eukaryota	Cercozoa	Other eukaryotes	Incertae_Sedis	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Gymnophrys	Athalamea	others	environmental	0.988494932
1ef722f79b5e0d3df6de4b11df09b2ba	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__Cercomonas		others		
1ef7705b4f8d07d08618419962bd4160	d__Eukaryota	Zoopagomycota	Other eukaryotes	Entomophthoromycetes	 o__Entomophthorales	 f__Entomophthoraceae	 g__Pandora	Pandora	others	blunckii	0.997906503
1ef77bfbf85196174870e802ee05de49	d__Eukaryota	Aphelidea	Other eukaryotes	Aphelidea	 o__Aphelidea	 f__Aphelidea	 g__Paraphelidium		others		
1efff1fb7e2c7c86198fd269963b2be8	d__Eukaryota	Apicomplexa	Other eukaryotes	Conoidasida	 o__Gregarinasina	 f__Eugregarinorida	 g__Monocystis	Monocystis	others	agilis	0.722081567
1f0420ebd5fcf7ed8a544976d497eef5	d__Eukaryota	Chlorophyta	Green algae	Chlorophyceae	 o__Chlorophyceae	 f__Chlorophyceae	 g__Chlorophyceae	unassigned	others		
1f0ac5ec136252f15afee2d136aba40f	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	0.978793727				others		
1f0b431e385668ada187bf2c98244abf	d__Eukaryota	Arthropoda	Other eukaryotes	Arachnida	0.725395309				others		
1f0b9491433be2219e9b4126f605e900	d__Eukaryota	Chlorophyta	Green algae	Trebouxiophyceae	 o__Trebouxiophyceae	 f__Trebouxiophyceae	 g__Trebouxiophyceae	Trebouxia	others	asymmetrica	0.897938829
1f1897e1f34ed095f9f16687d0669597	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
1f18f3ade0e6c17b85e90627b264b4d9	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	0.924125682				others		
1f1b192c110a01dd13778ab0ce819b53	d__Eukaryota	Cercozoa	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured		others		
1f1b459be49f65534d29d103fc5f1e33	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Vannellida	 f__BIO10-D10	 g__BIO10-D10	Vannella	others	sp.	1
1f1cbaa4767e549f7ffbcd1ca8a2bb92	d__Eukaryota	Cercozoa	Other eukaryotes	Thecofilosea	 o__Thecofilosea	 f__Thecofilosea	0.978203429		others		
1f1d5e741bc9ad938b77a12bb75924ea	d__Eukaryota	MAST-12	Other eukaryotes	MAST-12C	 o__MAST-12C	 f__MAST-12C	 g__MAST-12C	uncultured	others	Eimeriidae	0.995394978
1f1e35029531eb082b1fa92b265d8e8f	d__Eukaryota	Chlorophyta	Green algae	Trebouxiophyceae	 o__Trebouxiophyceae	 f__Trebouxiophyceae	 g__Trebouxiophyceae	Watanabea	others	reniformis	0.971830431
1f1fe95d17f945ca049209cba3a10333	d__Eukaryota	Aphelidea	Other eukaryotes	Aphelidea	 o__Aphelidea	 f__Aphelidea	 g__uncultured		others		
1f1ff2fe9890640c2783160a5a35b810	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
1f2359d5ef5e5eeaeef12a9119bc0979	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
1f295f4b931d8c07386cf9cce39a61e8	d__Eukaryota	Hyphochytriomycetes	Other eukaryotes	Hyphochytriomycetes	 o__Hyphochytriales	 f__Hyphochytriales	 g__Hyphochytriales	uncultured	others	eukaryote	0.99582173
1f2add9d1fb96411c11c023fd7b8418e	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	 o__Pinophyta	 f__Pinophyta	 g__Pinophyta	Pinus	others	taeda	0.785365593
1f2f76e190833631a3890c6e5c8217ef	d__Eukaryota	Dinoflagellata	Other eukaryotes	Dinophyceae	0.88225874				others		
1f30b22c2644375eb158fae7f58fb074	d__Eukaryota	unassigned	Other eukaryotes						others		
1f3173362f599afa342204a0d7c0fdf4	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__Cercomonas	metagenome	others		0.84822752
1f35006a0c7860dbb68106759ca0b45e	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Euamoebida	 f__Euamoebida	 g__Hartmannella		others		
1f365b8ce4b8b53291b9197355a6edaf	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	 g__uncultured	metagenome	others		0.946329769
1f36b0c2907fbf756bad8e4d2c103926	d__Eukaryota	Cercozoa	Other eukaryotes	Vampyrellidae	 o__Vampyrellidae	 f__Vampyrellidae	 g__Vampyrellidae		others		
1f39920c0eb75e29240907a417dd1fb8	d__Eukaryota	unassigned	Other eukaryotes						others		
1f3ace06b7bec0681a35d2da28b4edee	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Spongomonadida	 f__Spongomonadida	 g__Spongomonas	metagenome	others		0.973634705
1f3f6ed965a3784a5517affe5015ed71	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	 o__Bryophyta	 f__Bryophyta	 g__Bryophyta		others		
1f40c3d3d3abaec52b87cb4f46c3ae49	d__Eukaryota	Cercozoa	Other eukaryotes	uncultured	 o__uncultured	 f__uncultured	 g__uncultured	metagenome	others		0.999342217
1f4335410fdfec6a1d2eba72bcb2297d	d__Eukaryota	Ochrophyta	Other eukaryotes	unassigned					others		
1f464d27ce9170aa481cc260f5a0b416	d__Eukaryota	Rotifera	Other eukaryotes	Bdelloidea	 o__Adinetida	 f__Adinetida	 g__Adinetida		others		
1f47c72ba5b30cda4b0336cab8f31a05	d__Eukaryota	Cercozoa	Other eukaryotes	Glissomonadida	 o__Glissomonadida	 f__Glissomonadida	 g__Glissomonadida	metagenome	others		0.914738714
1f4f346aca09974e5ae416ad7a893fb4	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	 g__Platyophrya	metagenome	others		0.953489048
1f515125c8d914f3ea1835475d61883f	d__Eukaryota	unassigned	Other eukaryotes						others		
1f585607cba7ebb45457f2d8c9f26e70	d__Eukaryota	Cercozoa	Other eukaryotes	Vampyrellidae	 o__Vampyrellidae	 f__Vampyrellidae	 g__Vampyrellidae	Platyreta	others	germanica	0.999948811
1f5bd4477347b7e6f947c3dc7daca002	d__Eukaryota	unassigned	Other eukaryotes						others		
1f5c2969907e0310bf595acf491b49ea	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Thaumatomonadida	 g__Gyromitus	metagenome	others		0.960620165
1f5c7c4474881dc885c6616de03f5549	d__Eukaryota	unassigned	Other eukaryotes						others		
1f5f64e9eb05bf4d8418c4891dcd6bcc	d__Eukaryota	unassigned	Other eukaryotes						others		
1f5f7938940d5f0868f87ebc80e2883c	d__Eukaryota	Chytridiomycota	Other eukaryotes	Chytridiomycetes	 o__Spizellomycetales	 f__Olpidiaceae	 g__Olpidium	Olpidium	others	brassicae	0.996536915
1f64d641452697834d1836e42d76ef94	d__Eukaryota	Cercozoa	Other eukaryotes	Thecofilosea	0.709341247				others		
1f66d1e2abcee7b5478f236ffc26fcb5	d__Eukaryota	Rotifera	Other eukaryotes	Bdelloidea	 o__Adinetida	 f__Adinetida	 g__Adinetida		others		
1f673124632b8ee2d343ea968761665c	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Thaumatomonadida	 g__Thaumatomonas		others		
1f6794c047feca5656cbd5d0e46ddef4	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	 g__uncultured	metagenome	others		0.982126816
1f6a73323967ac7ff0ce6283ab3b6d5e	d__Eukaryota	Arthropoda	Other eukaryotes	unassigned					others		
1f70bd16ddbfe1402300f47e3b1505c4	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.999999934
1f742d31c12425a6f1e8c40e6b837a73	d__Eukaryota	Chytridiomycota	Other eukaryotes	Chytridiomycetes	 o__Lobulomycetales	 f__Lobulomycetaceae	 g__Lobulomycetaceae	uncultured	others	Chytridiomycota	0.850751815
1f755372726b232341a3ef5b1bab6a84	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys	metagenome	others		0.997829514
1f7ac0977a7f6fe63bd6190dd6bcad4e	d__Eukaryota	Protalveolata	Other eukaryotes	Perkinsidae	 o__A31	 f__A31	 g__A31	uncultured	others	eukaryote	0.995949542
1f7e71bed659dded9f371e244ae94639	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Nassophorea	 g__Obertrumia	Obertrumia	others	georgiana	0.982017214
1f8069f1dbf9247a37af0560358639ff	d__Eukaryota	Aphelidea	Other eukaryotes	Aphelidea	 o__Aphelidea	 f__Aphelidea	 g__uncultured		others		
1f81d0a7013355812810e33b73ec9309	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Dactylopodida	 f__Dactylopodida	 g__Angulamoeba	Cyanidioschyzon	others	sp.	0.999924529
1f838dd29f935b29a61364ebb70b978e	d__Eukaryota	Schizoplasmodiida	Other eukaryotes	Schizoplasmodiida	 o__Schizoplasmodiida	 f__Schizoplasmodiida	 g__Schizoplasmodiida	Schizoplasmodium	others	cavostelioides	0.991380619
1f838f656d9b751dfd399c792bfb3533	d__Eukaryota	Gracilipodida	Other eukaryotes	Gracilipodida	 o__Gracilipodida	 f__Gracilipodida	 g__Flamella	uncultured	others	marine	0.964191168
1f85397f2669f60726c2543c1c472ebc	d__Eukaryota	unassigned	Other eukaryotes						others		
1f8b83155617e51a6edd4f9615b7da85	d__Eukaryota	unassigned	Other eukaryotes						others		
1f8da0ea5cd1b0a279c0c1ea89529258	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Nassophorea	 g__Leptopharynx	Leptopharynx	others	costatus	0.999999919
1f8f9e0b0445aa3336f9ab800a79e63f	d__Eukaryota	SAR	Other eukaryotes	Labyrinthulomycetes	 o__Labyrinthulomycetes	 f__Labyrinthulomycetes	 g__Sorodiplophrys		others		
1f913f05c3108fb3e8e5d4184eee6927	d__Eukaryota	Amoebozoa	Other eukaryotes	Amoebozoa	 o__Amoebozoa	 f__Amoebozoa	 g__Amoebozoa	metagenome	others		0.989158182
1f91503912cd42578bddfc2e5e9d46e3	d__Eukaryota	unassigned	Other eukaryotes						others		
1f92d786d074dbfee786f5d552a7a7a5	d__Eukaryota	Ascomycota	Other eukaryotes	Pezizomycetes	 o__Pezizales	 f__Pyronemataceae	 g__Miladina	Miladina	others	lecithina	0.991722539
1f93adf033a43d721235a4f2a4515c6e	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Imbricatea	 g__Nudifila	metagenome	others		0.987712892
1f9550515d1b2cc3b8757c057dfc2b55	d__Eukaryota	Chlorophyta	Green algae	Chlorophyceae	 o__Chlorophyceae	 f__Chlorophyceae	 g__Chlorophyceae	unassigned	others		
1f96d2295b3238b6670a0468dbcc7996	d__Eukaryota	Holozoa	Other eukaryotes	Choanoflagellida	0.99755864				others		
1f9d47e9071b17b69ad12fa09915de5d	d__Eukaryota	unassigned	Other eukaryotes						others		
1f9d61121b2281a9a672f382b08ec50e	d__Eukaryota	Holozoa	Other eukaryotes	Ichthyosporea	 o__Rhinosporideacae	 f__Rhinosporideacae	 g__Rhinosporideacae	uncultured	others	eukaryote	0.84174762
1f9da35b53dac828a3fd0575575571db	d__Eukaryota	Cryptomycota	Other eukaryotes	unassigned					others		
1fa19f6c3615df82dd103a91e952435c	d__Eukaryota	Cercozoa	Other eukaryotes	Glissomonadida	 o__Glissomonadida	 f__Glissomonadida	 g__Heteromita	metagenome	others		0.999897428
1fa1ce546cf73efb34cd2b86d0d93c5c	d__Eukaryota	Amoebozoa	Other eukaryotes	Tubulinea	 o__Tubulinea	 f__Tubulinea	 g__Tubulinea	Tubulinea	others	group	0.999966319
1fa67ea89c206ed6aed84fe5709776ed	d__Eukaryota	Cercozoa	Other eukaryotes	Cercomonadidae	 o__Cercomonadidae	 f__Cercomonadidae	 g__Cercomonas	metagenome	others		0.979394024
1fa99ed742e05ca048d1d9ff25d3db94	d__Eukaryota	Amoebozoa	Other eukaryotes	Discosea	 o__Dactylopodida	 f__Dactylopodida	 g__Korotnevella	Korotnevella	others	stella	1
1fac34721c461ae5eaf61cc4f655194d	d__Eukaryota	Ascomycota	Other eukaryotes	Leotiomycetes	 o__Helotiales	0.714765451			others		
1fac9006d87daa25f8f1ec5191d08829	d__Eukaryota	Tardigrada	Other eukaryotes	Eutardigrada	 o__Parachela	 f__Parachela	 g__Parachela		others		
1fb819b9a07ae209b4bb2a746067d490	d__Eukaryota	Diatomea	Other eukaryotes	unassigned					others		
1fba4a908cf54339b7dbc00cc61e598a	d__Eukaryota	Cercozoa	Other eukaryotes	Imbricatea	 o__Imbricatea	 f__Euglyphida	 g__Trinema	Trinema	others	enchelys	0.708012987
1fbabe0a63bc1c83d935e51ea8a13213	d__Eukaryota	Chlorophyta	Green algae	Chlorophyceae	 o__Chlorophyceae	 f__Chlorophyceae	 g__Chlorophyceae	unassigned	others		
1fbbca20fbd01e72e31fb6947edd55bf	d__Eukaryota	Chlorophyta	Green algae	Chlorophyceae	 o__Chlorophyceae	 f__Chlorophyceae	 g__Chlorophyceae	Bracteacoccus	Bracteacoccus	sp.	0.97195046
1fbdc1fe892f950a5a29c4b85ae6e0e6	d__Eukaryota	unassigned	Other eukaryotes						others		
1fbe8228b28ab152a67e9f046b7b021c	d__Eukaryota	Ascomycota	Other eukaryotes	Eurotiomycetes	 o__Chaetothyriales	 f__Trichomeriaceae	 g__Bradymyces	Chaetothyriales	others	sp.	0.878180686
1fc07aa76f73d0232ef6f077828bedbc	d__Eukaryota	Basidiomycota	Other eukaryotes	Tremellomycetes	 o__Tremellales	0.985068491			others		
1fc1c245940d4983a4afd464a44b377c	d__Eukaryota	Nematozoa	Other eukaryotes	Chromadorea	 o__Rhabditida	 f__Rhabditida	 g__Rhabditida	Nematoda	others	environmental	0.994572402
1fc420ae678e557db3caada568be8c7c	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Oligohymenophorea	 g__Protocyclidium	Protocyclidium	others	sinica	0.968569262
1fca9556a2a926c67450f40751635ac1	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Colpodea	0.99999999		others		
1fce3da328af29d951eed357436e0f03	d__Eukaryota	LKM15	Other eukaryotes	LKM15	 o__LKM15	 f__LKM15	 g__LKM15	uncultured	others	eukaryote	0.941784462
1fd0e4f05e662964dc32251e01f40f9d	d__Eukaryota	Cercozoa	Other eukaryotes	Incertae_Sedis	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Gymnophrys	uncultured	others	eukaryote	0.861603323
1fd35b01e35e5065b381a0119413f191	d__Eukaryota	Basidiomycota	Other eukaryotes	Agaricomycetes	0.833813604				others		
1fd35f92e1037fc471cbc617d3237b8a	d__Eukaryota	MAST-12	Other eukaryotes	MAST-12C	 o__MAST-12C	 f__MAST-12C	 g__MAST-12C		others		
1fd39f10d11ac90706a94701d5b4dfe4	d__Eukaryota	Basidiomycota	Other eukaryotes	Agaricomycetes	0.999664324				others		
1fd6f92e32a51dcb3eb6cefde4d73b4c	d__Eukaryota	Ascomycota	Other eukaryotes	Dothideomycetes	0.899282143				others		
1fd9ad3f30eb419e416bdeda3a56da7f	d__Eukaryota	Cercozoa	Other eukaryotes	unassigned					others		
1fdb3b1dfa1ac537f5fa1398f8ae1c50	d__Eukaryota	unassigned	Other eukaryotes						others		
1fdc4c6839422872263317f9a8095e26	d__Eukaryota	Gracilipodida	Other eukaryotes	Gracilipodida	 o__Gracilipodida	 f__Gracilipodida	 g__Filamoeba	Filamoeba	others	nolandi	0.983908178
1fdd2b0df446b350fe535e920c3797de	d__Eukaryota	unassigned	Other eukaryotes						others		
1fdd438f882b5d192ebf9f4b70c3a68f	d__Eukaryota	Ciliophora	Other eukaryotes	Intramacronucleata	 o__Conthreep	 f__Nassophorea	 g__Obertrumia	Obertrumia	others	georgiana	0.982476492
1fdd82fd946ef6aafeb609d736d61fb0	d__Eukaryota	Phragmoplastophyta	Land plants	Embryophyta	 o__Magnoliophyta	 f__Magnoliophyta	 g__Magnoliophyta		others		
1fdf4eb7d3f6f79e1b3f211190572abb	d__Eukaryota	Cercozoa	Other eukaryotes	Incertae_Sedis	 o__Incertae_Sedis	 f__Incertae_Sedis	 g__Kraken	metagenome	others		1
1fe045a01fee929ac9e4cba8573c3d9a	d__Eukaryota	Nematozoa	Other eukaryotes	Chromadorea	 o__Araeolaimida	 f__Araeolaimida	 g__Araeolaimida	Cylindrolaimus	others	sp.	0.999999994
1fe27f742e14ee2b29650f60e587dfce	d__Eukaryota	unassigned	Other eukaryotes						others		
1fe47ba8f5cab9d924dedbbba35fddc4	d__Eukaryota	Gracilipodida	Other eukaryotes	Gracilipodida	 o__Gracilipodida	 f__Gracilipodida	 g__Flamella	Flamella	others	piscinae	0.834985737
