Correlation	core	Site	Category		correlated	not_correlated	proportion	Kingdom
Positive	Microtrichales	MONB-A	Soil_properties	Microtrichales_MONB-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	MONE-A	Soil_properties	Microtrichales_MONE-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	MONF-A	Soil_properties	Microtrichales_MONF-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	MONT-A	Soil_properties	Microtrichales_MONT-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	MONT-B	Soil_properties	Microtrichales_MONT-B	3	1389	0.215982721	Bacteria
Positive	Microtrichales	MONTB-A	Soil_properties	Microtrichales_MONTB-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	MONTG-B	Soil_properties	Microtrichales_MONTG-B	3	1389	0.215982721	Bacteria
Positive	Microtrichales	MONTI-A	Soil_properties	Microtrichales_MONTI-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	MONTI-B	Soil_properties	Microtrichales_MONTI-B	2	926	0.215982721	Bacteria
Positive	Microtrichales	MONTM-A	Soil_properties	Microtrichales_MONTM-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	MONTM-B	Soil_properties	Microtrichales_MONTM-B	3	1389	0.215982721	Bacteria
Positive	Microtrichales	MULE-A	Soil_properties	Microtrichales_MULE-A	2	926	0.215982721	Bacteria
Positive	Microtrichales	NAUV-A	Soil_properties	Microtrichales_NAUV-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	NAUV-B	Soil_properties	Microtrichales_NAUV-B	2	926	0.215982721	Bacteria
Positive	Microtrichales	NAUV-C	Soil_properties	Microtrichales_NAUV-C	2	926	0.215982721	Bacteria
Positive	Microtrichales	NAYR-A	Soil_properties	Microtrichales_NAYR-A	2	926	0.215982721	Bacteria
Positive	Microtrichales	NAZA-A	Soil_properties	Microtrichales_NAZA-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	PAMP-A	Soil_properties	Microtrichales_PAMP-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	PAMP-B	Soil_properties	Microtrichales_PAMP-B	3	1389	0.215982721	Bacteria
Positive	Microtrichales	PASD-B	Soil_properties	Microtrichales_PASD-B	1	463	0.215982721	Bacteria
Positive	Microtrichales	PREI-A	Soil_properties	Microtrichales_PREI-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	PREI-A(2)	Soil_properties	Microtrichales_PREI-A(2)	3	1389	0.215982721	Bacteria
Positive	Microtrichales	PUYM-B	Soil_properties	Microtrichales_PUYM-B	3	1389	0.215982721	Bacteria
Positive	Microtrichales	RAYR-A	Soil_properties	Microtrichales_RAYR-A	2	926	0.215982721	Bacteria
Positive	Microtrichales	RAYR-B	Soil_properties	Microtrichales_RAYR-B	3	1389	0.215982721	Bacteria
Positive	Microtrichales	REAL-A	Soil_properties	Microtrichales_REAL-A	2	926	0.215982721	Bacteria
Positive	Microtrichales	ROQU-A	Soil_properties	Microtrichales_ROQU-A	1	463	0.215982721	Bacteria
Positive	Microtrichales	ROQU-B	Soil_properties	Microtrichales_ROQU-B	2	926	0.215982721	Bacteria
Positive	Microtrichales	SALE-A	Soil_properties	Microtrichales_SALE-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	SALV-A	Soil_properties	Microtrichales_SALV-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	SAMA-A	Soil_properties	Microtrichales_SAMA-A	2	926	0.215982721	Bacteria
Positive	Microtrichales	SAUB-A	Soil_properties	Microtrichales_SAUB-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	SAUB-B	Soil_properties	Microtrichales_SAUB-B	2	926	0.215982721	Bacteria
Positive	Microtrichales	SAUB-C	Soil_properties	Microtrichales_SAUB-C	2	926	0.215982721	Bacteria
Positive	Microtrichales	SAUR-A	Soil_properties	Microtrichales_SAUR-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	SEIS-A	Soil_properties	Microtrichales_SEIS-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	SIMO-A	Soil_properties	Microtrichales_SIMO-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	SORE-A	Soil_properties	Microtrichales_SORE-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	THOM-A	Soil_properties	Microtrichales_THOM-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	VALE-A	Soil_properties	Microtrichales_VALE-A	2	926	0.215982721	Bacteria
Positive	Microtrichales	VICT-C	Soil_properties	Microtrichales_VICT-C	3	1389	0.215982721	Bacteria
Positive	Microtrichales	VICT-D	Soil_properties	Microtrichales_VICT-D	1	463	0.215982721	Bacteria
Positive	Microtrichales	VIEL-A	Soil_properties	Microtrichales_VIEL-A	2	926	0.215982721	Bacteria
Positive	Microtrichales	VILLE-A	Soil_properties	Microtrichales_VILLE-A	3	1389	0.215982721	Bacteria
Positive	Microtrichales	VILLE-B	Soil_properties	Microtrichales_VILLE-B	3	1389	0.215982721	Bacteria
Positive	Microtrichales	VILLE-C	Soil_properties	Microtrichales_VILLE-C	3	1389	0.215982721	Bacteria
Positive	Microtrichales	VILLE-D	Soil_properties	Microtrichales_VILLE-D	3	1389	0.215982721	Bacteria
Positive	Microtrichales	VILLEM-A	Soil_properties	Microtrichales_VILLEM-A	3	1389	0.215982721	Bacteria
Positive	Caulobacterales	AMBR-A	Soil_properties	Caulobacterales_AMBR-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	ANGE-A	Soil_properties	Caulobacterales_ANGE-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	ANGE-B	Soil_properties	Caulobacterales_ANGE-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	AURE-B	Soil_properties	Caulobacterales_AURE-B	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	AUZE-A	Soil_properties	Caulobacterales_AUZE-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	AXLE-A	Soil_properties	Caulobacterales_AXLE-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	BACC-A	Soil_properties	Caulobacterales_BACC-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	BAGNB-B	Soil_properties	Caulobacterales_BAGNB-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	BANI-A	Soil_properties	Caulobacterales_BANI-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	BANI-B	Soil_properties	Caulobacterales_BANI-B	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	BANI-C	Soil_properties	Caulobacterales_BANI-C	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	BARA-B	Soil_properties	Caulobacterales_BARA-B	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	BARA-C	Soil_properties	Caulobacterales_BARA-C	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	BARC-A	Soil_properties	Caulobacterales_BARC-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	BARR-A	Soil_properties	Caulobacterales_BARR-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	BELC-A	Soil_properties	Caulobacterales_BELC-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	BELC-C	Soil_properties	Caulobacterales_BELC-C	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	BERNA-A	Soil_properties	Caulobacterales_BERNA-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	BESS-A	Soil_properties	Caulobacterales_BESS-A	8	3536	0.226244344	Bacteria
Positive	Caulobacterales	BOULO-A	Soil_properties	Caulobacterales_BOULO-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	BROU-A	Soil_properties	Caulobacterales_BROU-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	BROU-B	Soil_properties	Caulobacterales_BROU-B	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	BROU-C	Soil_properties	Caulobacterales_BROU-C	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	BULA-A	Soil_properties	Caulobacterales_BULA-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	BULE-A	Soil_properties	Caulobacterales_BULE-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	CAMA-C	Soil_properties	Caulobacterales_CAMA-C	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	CAMA-D	Soil_properties	Caulobacterales_CAMA-D	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CAMA-E	Soil_properties	Caulobacterales_CAMA-E	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CAPE-A	Soil_properties	Caulobacterales_CAPE-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CARL-A	Soil_properties	Caulobacterales_CARL-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CASS-A	Soil_properties	Caulobacterales_CASS-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	CAST-A	Soil_properties	Caulobacterales_CAST-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CASTI-A	Soil_properties	Caulobacterales_CASTI-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CAZA-A	Soil_properties	Caulobacterales_CAZA-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CEPE-A	Soil_properties	Caulobacterales_CEPE-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CERN-A	Soil_properties	Caulobacterales_CERN-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CHEI-A	Soil_properties	Caulobacterales_CHEI-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CIER-A	Soil_properties	Caulobacterales_CIER-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CIER-B	Soil_properties	Caulobacterales_CIER-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CIER-C	Soil_properties	Caulobacterales_CIER-C	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CINT-A	Soil_properties	Caulobacterales_CINT-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	CINT-B	Soil_properties	Caulobacterales_CINT-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CLAR-A	Soil_properties	Caulobacterales_CLAR-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CLAR-B	Soil_properties	Caulobacterales_CLAR-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	CLAR-C	Soil_properties	Caulobacterales_CLAR-C	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	COLO-A	Soil_properties	Caulobacterales_COLO-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	COLO-B	Soil_properties	Caulobacterales_COLO-B	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	COLO-C	Soil_properties	Caulobacterales_COLO-C	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	COMT-A	Soil_properties	Caulobacterales_COMT-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	CRAN-A	Soil_properties	Caulobacterales_CRAN-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	DAMI-A	Soil_properties	Caulobacterales_DAMI-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	DAMI-B	Soil_properties	Caulobacterales_DAMI-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	DAMI-C	Soil_properties	Caulobacterales_DAMI-C	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	DECA-A	Soil_properties	Caulobacterales_DECA-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	DIEU-A	Soil_properties	Caulobacterales_DIEU-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	ESPE-B	Soil_properties	Caulobacterales_ESPE-B	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	FAYA-A	Soil_properties	Caulobacterales_FAYA-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	FERR-A	Soil_properties	Caulobacterales_FERR-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	GAIL-A	Soil_properties	Caulobacterales_GAIL-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	GAIL-B	Soil_properties	Caulobacterales_GAIL-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	GREZ-A	Soil_properties	Caulobacterales_GREZ-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	JACO-A	Soil_properties	Caulobacterales_JACO-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	JACO-B	Soil_properties	Caulobacterales_JACO-B	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	JACO-C	Soil_properties	Caulobacterales_JACO-C	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	JULI-A	Soil_properties	Caulobacterales_JULI-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	JUZE-A	Soil_properties	Caulobacterales_JUZE-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	JUZET-A	Soil_properties	Caulobacterales_JUZET-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	JUZET-B	Soil_properties	Caulobacterales_JUZET-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	JUZET-C	Soil_properties	Caulobacterales_JUZET-C	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LABA-A	Soil_properties	Caulobacterales_LABA-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	LABA-B	Soil_properties	Caulobacterales_LABA-B	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	LABA-C	Soil_properties	Caulobacterales_LABA-C	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LABAS-A	Soil_properties	Caulobacterales_LABAS-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LABAS-B	Soil_properties	Caulobacterales_LABAS-B	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	LABR-A	Soil_properties	Caulobacterales_LABR-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LACR-A	Soil_properties	Caulobacterales_LACR-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	LACR-C	Soil_properties	Caulobacterales_LACR-C	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LAGR-A	Soil_properties	Caulobacterales_LAGR-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LAMA-A	Soil_properties	Caulobacterales_LAMA-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LAMA-B	Soil_properties	Caulobacterales_LAMA-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LANT-B	Soil_properties	Caulobacterales_LANT-B	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	LANT-C	Soil_properties	Caulobacterales_LANT-C	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LANT-D	Soil_properties	Caulobacterales_LANT-D	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LAUZ-A	Soil_properties	Caulobacterales_LAUZ-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LECT-A	Soil_properties	Caulobacterales_LECT-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LECT-B	Soil_properties	Caulobacterales_LECT-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LESP-A	Soil_properties	Caulobacterales_LESP-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	LOUB-A	Soil_properties	Caulobacterales_LOUB-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	LOUB-B	Soil_properties	Caulobacterales_LOUB-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LUNA-A	Soil_properties	Caulobacterales_LUNA-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LUZE-A	Soil_properties	Caulobacterales_LUZE-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LUZE-B	Soil_properties	Caulobacterales_LUZE-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LUZE-D	Soil_properties	Caulobacterales_LUZE-D	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	LUZE-E	Soil_properties	Caulobacterales_LUZE-E	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MARS-A	Soil_properties	Caulobacterales_MARS-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MARS-B	Soil_properties	Caulobacterales_MARS-B	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	MASS-A	Soil_properties	Caulobacterales_MASS-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MEDA-A	Soil_properties	Caulobacterales_MEDA-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	MERE-A	Soil_properties	Caulobacterales_MERE-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MERE-B	Soil_properties	Caulobacterales_MERE-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MERV-A	Soil_properties	Caulobacterales_MERV-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MONB-A	Soil_properties	Caulobacterales_MONB-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MONE-A	Soil_properties	Caulobacterales_MONE-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MONF-A	Soil_properties	Caulobacterales_MONF-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MONT-A	Soil_properties	Caulobacterales_MONT-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MONT-B	Soil_properties	Caulobacterales_MONT-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MONTB-A	Soil_properties	Caulobacterales_MONTB-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MONTG-B	Soil_properties	Caulobacterales_MONTG-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MONTI-A	Soil_properties	Caulobacterales_MONTI-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MONTI-B	Soil_properties	Caulobacterales_MONTI-B	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	MONTM-A	Soil_properties	Caulobacterales_MONTM-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MONTM-B	Soil_properties	Caulobacterales_MONTM-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	MULE-A	Soil_properties	Caulobacterales_MULE-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	NAUV-A	Soil_properties	Caulobacterales_NAUV-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	NAUV-B	Soil_properties	Caulobacterales_NAUV-B	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	NAUV-C	Soil_properties	Caulobacterales_NAUV-C	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	NAYR-A	Soil_properties	Caulobacterales_NAYR-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	NAZA-A	Soil_properties	Caulobacterales_NAZA-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	PAMP-A	Soil_properties	Caulobacterales_PAMP-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	PAMP-B	Soil_properties	Caulobacterales_PAMP-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	PASD-B	Soil_properties	Caulobacterales_PASD-B	2	884	0.226244344	Bacteria
Positive	Caulobacterales	PREI-A	Soil_properties	Caulobacterales_PREI-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	PREI-A(2)	Soil_properties	Caulobacterales_PREI-A(2)	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	PUYM-B	Soil_properties	Caulobacterales_PUYM-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	RAYR-A	Soil_properties	Caulobacterales_RAYR-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	RAYR-B	Soil_properties	Caulobacterales_RAYR-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	REAL-A	Soil_properties	Caulobacterales_REAL-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	ROQU-A	Soil_properties	Caulobacterales_ROQU-A	2	884	0.226244344	Bacteria
Positive	Caulobacterales	ROQU-B	Soil_properties	Caulobacterales_ROQU-B	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	SALE-A	Soil_properties	Caulobacterales_SALE-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	SALV-A	Soil_properties	Caulobacterales_SALV-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	SAMA-A	Soil_properties	Caulobacterales_SAMA-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	SAUB-A	Soil_properties	Caulobacterales_SAUB-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	SAUB-B	Soil_properties	Caulobacterales_SAUB-B	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	SAUB-C	Soil_properties	Caulobacterales_SAUB-C	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	SAUR-A	Soil_properties	Caulobacterales_SAUR-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	SEIS-A	Soil_properties	Caulobacterales_SEIS-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	SIMO-A	Soil_properties	Caulobacterales_SIMO-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	SORE-A	Soil_properties	Caulobacterales_SORE-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	THOM-A	Soil_properties	Caulobacterales_THOM-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	VALE-A	Soil_properties	Caulobacterales_VALE-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	VICT-C	Soil_properties	Caulobacterales_VICT-C	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	VICT-D	Soil_properties	Caulobacterales_VICT-D	2	884	0.226244344	Bacteria
Positive	Caulobacterales	VIEL-A	Soil_properties	Caulobacterales_VIEL-A	4	1768	0.226244344	Bacteria
Positive	Caulobacterales	VILLE-A	Soil_properties	Caulobacterales_VILLE-A	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	VILLE-B	Soil_properties	Caulobacterales_VILLE-B	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	VILLE-C	Soil_properties	Caulobacterales_VILLE-C	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	VILLE-D	Soil_properties	Caulobacterales_VILLE-D	6	2652	0.226244344	Bacteria
Positive	Caulobacterales	VILLEM-A	Soil_properties	Caulobacterales_VILLEM-A	6	2652	0.226244344	Bacteria
Negative	Sphingomonadales	AMBR-A	Soil_properties	Sphingomonadales_AMBR-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	ANGE-A	Soil_properties	Sphingomonadales_ANGE-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	ANGE-B	Soil_properties	Sphingomonadales_ANGE-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	AURE-B	Soil_properties	Sphingomonadales_AURE-B	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	AUZE-A	Soil_properties	Sphingomonadales_AUZE-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	AXLE-A	Soil_properties	Sphingomonadales_AXLE-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	BACC-A	Soil_properties	Sphingomonadales_BACC-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	BAGNB-B	Soil_properties	Sphingomonadales_BAGNB-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	BANI-A	Soil_properties	Sphingomonadales_BANI-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	BANI-B	Soil_properties	Sphingomonadales_BANI-B	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	BANI-C	Soil_properties	Sphingomonadales_BANI-C	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	BARA-B	Soil_properties	Sphingomonadales_BARA-B	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	BARA-C	Soil_properties	Sphingomonadales_BARA-C	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	BARC-A	Soil_properties	Sphingomonadales_BARC-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	BARR-A	Soil_properties	Sphingomonadales_BARR-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	BELC-A	Soil_properties	Sphingomonadales_BELC-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	BELC-C	Soil_properties	Sphingomonadales_BELC-C	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	BERNA-A	Soil_properties	Sphingomonadales_BERNA-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	BESS-A	Soil_properties	Sphingomonadales_BESS-A	24	8900	0.269662921	Bacteria
Negative	Sphingomonadales	BOULO-A	Soil_properties	Sphingomonadales_BOULO-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	BROU-A	Soil_properties	Sphingomonadales_BROU-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	BROU-B	Soil_properties	Sphingomonadales_BROU-B	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	BROU-C	Soil_properties	Sphingomonadales_BROU-C	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	BULA-A	Soil_properties	Sphingomonadales_BULA-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	BULE-A	Soil_properties	Sphingomonadales_BULE-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	CAMA-C	Soil_properties	Sphingomonadales_CAMA-C	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	CAMA-D	Soil_properties	Sphingomonadales_CAMA-D	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CAMA-E	Soil_properties	Sphingomonadales_CAMA-E	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CAPE-A	Soil_properties	Sphingomonadales_CAPE-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CARL-A	Soil_properties	Sphingomonadales_CARL-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CASS-A	Soil_properties	Sphingomonadales_CASS-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	CAST-A	Soil_properties	Sphingomonadales_CAST-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CASTI-A	Soil_properties	Sphingomonadales_CASTI-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CAZA-A	Soil_properties	Sphingomonadales_CAZA-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CEPE-A	Soil_properties	Sphingomonadales_CEPE-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CERN-A	Soil_properties	Sphingomonadales_CERN-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CHEI-A	Soil_properties	Sphingomonadales_CHEI-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CIER-A	Soil_properties	Sphingomonadales_CIER-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CIER-B	Soil_properties	Sphingomonadales_CIER-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CIER-C	Soil_properties	Sphingomonadales_CIER-C	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CINT-A	Soil_properties	Sphingomonadales_CINT-A	12	4450	0.269662921	Bacteria
Negative	Sphingomonadales	CINT-B	Soil_properties	Sphingomonadales_CINT-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CLAR-A	Soil_properties	Sphingomonadales_CLAR-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CLAR-B	Soil_properties	Sphingomonadales_CLAR-B	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	CLAR-C	Soil_properties	Sphingomonadales_CLAR-C	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	COLO-A	Soil_properties	Sphingomonadales_COLO-A	18	6675	0.269662921	Bacteria
Negative	Sphingomonadales	COLO-B	Soil_properties	Sphingomonadales_COLO-B	12	4450	0.269662921	Bacteria
