Var1	core	number_sites	mean	sd	se	Kingdom
7045f862143be3f45abbfbf260089ccb	Rhizobiales	1	0.000638026	NA	NA	Bacteria
a1e4383c29f219b569a1140b08db852f	Caulobacterales	1	0.000638026	NA	NA	Bacteria
57d2541209d9b0461ba188a22582411f	Sphingomonadales	1	0.000638026	NA	NA	Bacteria
2b84d644fdb331bf1f055890d224ca6f	Solirubrobacterales	1	0.001187648	NA	NA	Bacteria
f7d0859c0645899c007e45412c2b530d	Burkholderiales	1	0.001187648	NA	NA	Bacteria
7f6039fb5f73fe1bf921a8a6aca12679	Caulobacterales	2	0.00057285	2.97E-05	2.10E-05	Bacteria
3e48572612e3e8157760d0d896ed4fee	Rhizobiales	1	0.000647738	NA	NA	Bacteria
6ed57043355b584a1663e3c4074612fd	Sphingomonadales	1	0.002283974	NA	NA	Bacteria
186bbf09fa07168fd198ce28f264e708	Burkholderiales	1	0.002277904	NA	NA	Bacteria
f345d87437397c89efba2add81c5bb1d	Rhizobiales	1	0.002018163	NA	NA	Bacteria
9c4685f723f5f80eaa1663623275b2aa	Burkholderiales	1	0.002018163	NA	NA	Bacteria
159705a52414ee3167f55c480d3bd9ea	Propionibacteriales	1	0.002018163	NA	NA	Bacteria
33cdac0acf66ebf111e40024057fa82c	Burkholderiales	1	0.002018163	NA	NA	Bacteria
878bae07013c4a41b0453c464f6a1e22	Rhizobiales	1	0.000617665	NA	NA	Bacteria
c475d002ed73c8f1de792a50af35d579	Sphingomonadales	1	0.000617665	NA	NA	Bacteria
9de064697c7211e1316097014ccd3560	Burkholderiales	1	0.001466634	NA	NA	Bacteria
2f92267d23da73893e596b9254cf3f9b	Rhizobiales	1	0.001466634	NA	NA	Bacteria
6fe796620c66990c49d2f04f96e423ae	Solirubrobacterales	1	0.000753296	NA	NA	Bacteria
0d1df11d4691c4f80fbebf63e8178578	Solirubrobacterales	1	0.000753296	NA	NA	Bacteria
6b447b938ff511eb9d6c6cd5318de947	Rhizobiales	1	0.000753296	NA	NA	Bacteria
73c5bbfce46aac8ca043ba07ac2a74af	Solirubrobacterales	2	0.000575344	7.71E-05	5.45E-05	Bacteria
de9b8a2f4c531cd698aede2e563044e2	Sphingomonadales	1	0.00125971	NA	NA	Bacteria
191344e1b7961afcf1fcdc52783ba32f	Microtrichales	1	0.000687679	NA	NA	Bacteria
8e6a6fc4b9ddb5f22b32bd133741de51	Rhizobiales	1	0.000687679	NA	NA	Bacteria
6a1b2187d3f2c3dd6022478bf64b8b09	Rhizobiales	1	0.002311248	NA	NA	Bacteria
467ba59a70bc95343d3229701c0a46d9	Rhizobiales	1	0.000949517	NA	NA	Bacteria
a7a59f07444768c864dbf87db9479457	Propionibacteriales	1	0.000949517	NA	NA	Bacteria
d32db7e4304ee8ad6fd92c760bdbf401	Rhizobiales	1	0.000949517	NA	NA	Bacteria
020aecdcaf470e35527af59da805c9c0	Sphingomonadales	1	0.001208459	NA	NA	Bacteria
561f6e66c38c80a48aa041591ece5edf	Rhizobiales	1	0.001208459	NA	NA	Bacteria
15c6701b013209c817b9bbd8279648d4	Solirubrobacterales	1	0.001208459	NA	NA	Bacteria
bde29979249e5ee709f10073432bf0d9	Solirubrobacterales	1	0.000684619	NA	NA	Bacteria
9f3bc74f4144a56e7ebd3eea8e1b13ae	Rhizobiales	1	0.000684619	NA	NA	Bacteria
c29588ab06bd5027b7a735f078d5984d	Burkholderiales	1	0.000684619	NA	NA	Bacteria
68314b3a08d9e0c64557666c55e2a3c6	Sphingomonadales	1	0.001539251	NA	NA	Bacteria
d3fc5b8447d91010f9882af19ae0f83e	Burkholderiales	1	0.000695169	NA	NA	Bacteria
0ac4aa65004b5329a9f52306115102db	Solirubrobacterales	1	0.000695169	NA	NA	Bacteria
8d8767be574ecb9a661a8263c90e7541	Sphingomonadales	1	0.000695169	NA	NA	Bacteria
32d0ab0ccc008449c2ab6809572b9e10	Rhizobiales	1	0.000736829	NA	NA	Bacteria
f2b5257e69533f9eaa90c68b9cfbe7eb	Propionibacteriales	1	0.000736829	NA	NA	Bacteria
2c3799e478fa464e6356c879473ce5c4	Sphingomonadales	1	0.000736829	NA	NA	Bacteria
25948c2f33da09c3a22977df719eb0ec	Solirubrobacterales	1	0.00064233	NA	NA	Bacteria
6b97b065da9c0b9bcd8d2b2c2d6753d0	Rhizobiales	1	0.000584226	NA	NA	Bacteria
bfba0a7ba9f5707080e5bb0ebd827b87	Rhizobiales	1	0.000584226	NA	NA	Bacteria
6a149b5ff56a0cb3bfb1802b8f509a90	Burkholderiales	1	0.000735745	NA	NA	Bacteria
9d71af6ce58715158cc4025fee71b642	Rhizobiales	1	0.000735745	NA	NA	Bacteria
9ac29a039e3bb752837cccff6535df3b	Caulobacterales	1	0.001253395	NA	NA	Bacteria
207c9880dcd467d97f0be3def133fcd8	Burkholderiales	1	0.001253395	NA	NA	Bacteria
3a7e693db090b479caf4528b87c1bfa5	Rhizobiales	1	0.001041667	NA	NA	Bacteria
4aea32ef9a969fb4f2915f7a2aa5cf2b	Burkholderiales	1	0.001041667	NA	NA	Bacteria
50646e3b6ede1e211ff65a03f8b7a563	Sphingomonadales	1	0.001041667	NA	NA	Bacteria
547a06d2b78a1d90d0d29ed83587dca9	Solirubrobacterales	1	0.001041667	NA	NA	Bacteria
94a6d24cd217ffea652574a88c87ef50	Solirubrobacterales	1	0.000665484	NA	NA	Bacteria
59c813781153f4f81485c893e3116f38	Sphingomonadales	1	0.000665484	NA	NA	Bacteria
ceaf701125e806b046348aec1874e317	Caulobacterales	1	0.000723415	NA	NA	Bacteria
a7c84e091c471bc3204f18e9912c60b4	Burkholderiales	1	0.000723415	NA	NA	Bacteria
f4b1f9fb90fdaa7a1be070934775237b	Caulobacterales	1	0.00284495	NA	NA	Bacteria
4f1b373b69b24fec02bb71c354bec896	Sphingomonadales	1	0.001913876	NA	NA	Bacteria
cdaf3efbaa313623133f4576c0515cbf	Rhizobiales	1	0.001913876	NA	NA	Bacteria
b32b2c2ef2a611d70554b5d89c3a9541	Caulobacterales	1	0.001913876	NA	NA	Bacteria
da3f0100af6f834334a9d7a8719f8e27	Rhizobiales	1	0.001913876	NA	NA	Bacteria
fcb38506a33fb350adab0aacc99e901a	Rhizobiales	1	0.001913876	NA	NA	Bacteria
11de5b4afea58c54a7fc00c8af92e58d	Rhizobiales	1	0.00208261	NA	NA	Bacteria
353c7f804c6ea1bbcec55efb1a04e78e	Burkholderiales	1	0.001041667	NA	NA	Bacteria
92e0f35f96e61cd085db6d5a832ac11a	Burkholderiales	1	0.000633112	NA	NA	Bacteria
b8372864c17caad143dcb138937fa7b4	Rhizobiales	1	0.000640547	NA	NA	Bacteria
db37269f1486f75e81154a3d3c49a3d5	Microtrichales	1	0.000640547	NA	NA	Bacteria
5afe95cd3266daf2e9fc25b0dd3ca462	Sphingomonadales	1	0.000800534	NA	NA	Bacteria
0b0f511f1551550d87307a9cadf6570a	Rhizobiales	1	0.000875657	NA	NA	Bacteria
74afefb811d56fa34cb00d69d3679541	Rhizobiales	1	0.000875657	NA	NA	Bacteria
c8e96bdc7ce3e3662773fd3b4778cc8e	Caulobacterales	1	0.000875657	NA	NA	Bacteria
0f30933f92a2aa39d46c399ab43a3741	Rhizobiales	1	0.000875657	NA	NA	Bacteria
226a38020544512e7ef8fe669991ed10	Rhizobiales	1	0.001973035	NA	NA	Bacteria
d636f8e222432cf83890a8cfed091f5c	Rhizobiales	1	0.001973035	NA	NA	Bacteria
5176dba064bb58d9268b7d86ad863cd0	Burkholderiales	1	0.001973035	NA	NA	Bacteria
c2db16ec35b4a9ed6dc5ddb0fb6caa8c	Rhizobiales	1	0.001973035	NA	NA	Bacteria
f5b3da2323f0716ba0bf1b1fcf3ec682	Caulobacterales	1	0.000973394	NA	NA	Bacteria
f1f7ee9f76dc248298d008a4dc1f73bc	Rhizobiales	1	0.000658906	NA	NA	Bacteria
923bcc707aca04ddda52c20676598127	Caulobacterales	1	0.000658906	NA	NA	Bacteria
2bde3abf0569b2d61b3a654277173677	Solirubrobacterales	1	0.000658906	NA	NA	Bacteria
946a269431fd054cc031497db19b0608	Rhizobiales	1	0.000658906	NA	NA	Bacteria
c20d5bdd16452bf6a009fc4c6ea22c0e	Microtrichales	1	0.000658906	NA	NA	Bacteria
9a7cfe3d35befbb15c3f4b4732907211	Caulobacterales	1	0.000833912	NA	NA	Bacteria
ca5173e220945386312021122ee8b8cd	Solirubrobacterales	1	0.002507313	NA	NA	Bacteria
389e02d588b11b65c38e713867f86c3f	Caulobacterales	1	0.001035197	NA	NA	Bacteria
da7bc30700806f7c5444ad10d4feefa7	Rhizobiales	1	0.001035197	NA	NA	Bacteria
0e78d3a5a73b076fe61c78d5bdd79023	Microtrichales	1	0.001035197	NA	NA	Bacteria
f32b62d6ab029962b67031b420915004	Microtrichales	1	0.001035197	NA	NA	Bacteria
9c59e4c171582fe9b8787bdbc2289cc0	Rhizobiales	1	0.001035197	NA	NA	Bacteria
f615c82b1f42b20fff4c271ee16e71de	Burkholderiales	1	0.00057576	NA	NA	Bacteria
2f75d67fc9cff935c38d875c36615e53	Propionibacteriales	1	0.00057576	NA	NA	Bacteria
319a93daa41e14bf905be14e5c80bcf0	Caulobacterales	1	0.000571755	NA	NA	Bacteria
1fe393b0655f68b5003726a307142fe1	Rhizobiales	1	0.000534855	NA	NA	Bacteria
81810e98652824b959896cb5660ea47f	Solirubrobacterales	1	0.000534855	NA	NA	Bacteria
7c69343b141c64694ddb4503999bbfe8	Burkholderiales	1	0.000534855	NA	NA	Bacteria
5fcfd9723be0e45d30920d4bfec47f95	Sphingomonadales	1	0.000534855	NA	NA	Bacteria
eb982cdb8ed047e7def23a388e15ad98	Burkholderiales	1	0.000738643	NA	NA	Bacteria
d7ae511a00231e4781546a21ae254fb8	Caulobacterales	1	0.000738643	NA	NA	Bacteria
ab74344081785d1fa70456fcd810eb54	Caulobacterales	1	0.000821693	NA	NA	Bacteria
daa2a48fffa2262d9652a54ab34ebbaf	Rhizobiales	1	0.00116234	NA	NA	Bacteria
1b0b8ce88e8efff8e60fae65946831b0	Propionibacteriales	1	0.00116234	NA	NA	Bacteria
e4f3f89d15996457e7e5db3616bf2aa0	Caulobacterales	1	0.00116234	NA	NA	Bacteria
cac0c47decd4651cd67d0edd62d33377	Burkholderiales	1	0.000718477	NA	NA	Bacteria
09fb9887d55d7e05f8a60f3bff923d4a	Sphingomonadales	1	0.000718477	NA	NA	Bacteria
025eba5e442423d94ffe3d30e52e4301	Rhizobiales	1	0.000718477	NA	NA	Bacteria
99df5dd6a2955359019022a3228d9692	Microtrichales	1	0.000718477	NA	NA	Bacteria
aae91ea9d0a92e21a84b0d00f6ba6ef5	Rhizobiales	1	0.00088587	NA	NA	Bacteria
e5512ec8a147eee2c95e962f7d3abfc4	Rhizobiales	1	0.001343183	NA	NA	Bacteria
71a8a640f0fbd2044c4bb1b637791a1b	Caulobacterales	1	0.001212121	NA	NA	Bacteria
ad525582e5a434c3122f0a639b707394	Rhizobiales	1	0.001212121	NA	NA	Bacteria
3a38c58a50ee3a084383de020f011b45	Sphingomonadales	1	0.001212121	NA	NA	Bacteria
f41c6e00b2dcb7a763995632a1332fdc	Rhizobiales	1	0.000624285	NA	NA	Bacteria
96d32e59020046b4b39e9607ece0ea8b	Rhizobiales	1	0.000955414	NA	NA	Bacteria
8e71afeecdfd55e2a05b8b20e09c83a2	Rhizobiales	1	0.000820569	NA	NA	Bacteria
3437fe5f64570e90ac127d038fad4391	Rhizobiales	1	0.000820569	NA	NA	Bacteria
47763a579e46f386870d0b3f055ef425	Burkholderiales	1	0.001222494	NA	NA	Bacteria
18afea45424094702582e9302a2a8dcb	Rhizobiales	1	0.0007109	NA	NA	Bacteria
35189609b1398bc7756f99d4c1a42505	Rhizobiales	1	0.001394052	NA	NA	Bacteria
b2863f9b3b57ee0d3851f80e6f8bf2af	Rhizobiales	1	0.001394052	NA	NA	Bacteria
423025a497f88500451ec60596267430	Solirubrobacterales	1	0.001394052	NA	NA	Bacteria
569527f9247a5b113a22fd3f66370069	Solirubrobacterales	1	0.001394052	NA	NA	Bacteria
32cebad9e43389bae76661c5279f76e1	Rhizobiales	1	0.001394052	NA	NA	Bacteria
51a7eba6e7a78134c32e3da74fab9713	Rhizobiales	1	0.000654736	NA	NA	Bacteria
7cbf4278e32937ff4765a2c587f9cd15	Burkholderiales	1	0.000654736	NA	NA	Bacteria
2abbaccb13430b8da4ddd807a2f102c3	Rhizobiales	1	0.000654736	NA	NA	Bacteria
9d04a6737023e2ae4b1bef8c5ae3cb76	Burkholderiales	1	0.000401777	NA	NA	Bacteria
f0fad3ef67438d64b785dea2e2fcf410	Burkholderiales	1	0.000900225	NA	NA	Bacteria
944660845dd52806b4fbbedb30b8f88c	Microtrichales	1	0.000900225	NA	NA	Bacteria
5a679b3be7b95cf1911225e53fc8292e	Sphingomonadales	1	0.001008065	NA	NA	Bacteria
d6d8dffd8e755ecdeadfe72f86cc3d77	Rhizobiales	1	0.001008065	NA	NA	Bacteria
5e2904c6bfe34512d7cdd77136543dc1	Rhizobiales	1	0.001008065	NA	NA	Bacteria
af414d7c12b4d129061143f575a691bb	Caulobacterales	1	0.001008065	NA	NA	Bacteria
b60d4fa02d7508ab0ec702f414efe028	Rhizobiales	1	0.000621826	NA	NA	Bacteria
6dd860d0f394c233b93dec602e598e94	Rhizobiales	1	0.000621826	NA	NA	Bacteria
bceb052d5820b35fecccabd457e5b2d5	Solirubrobacterales	1	0.000621826	NA	NA	Bacteria
d72a56b37caa4a1fcb3367ab6df313ad	Rhizobiales	1	0.000590667	NA	NA	Bacteria
2282a684a969c790b3aafa0784df6bc4	Sphingomonadales	1	0.000747943	NA	NA	Bacteria
a19e6c9a79f5669af1d35f3789539703	Rhizobiales	1	0.000747943	NA	NA	Bacteria
2634543cc90319881fbf640e54879666	Rhizobiales	1	0.000685714	NA	NA	Bacteria
7fcc102058e013c730090661486c141e	Caulobacterales	1	0.000791035	NA	NA	Bacteria
53d195e737a7041d916cb8bb4441bf31	Rhizobiales	1	0.000791035	NA	NA	Bacteria
0c3789ad7376f2a8b8c262fbbd30a98e	Rhizobiales	1	0.000791035	NA	NA	Bacteria
adb5b51d8d3f9912c6a9ccfa40027ee6	Caulobacterales	1	0.002242152	NA	NA	Bacteria
9406795c075f65edff1e15fe185d4d9e	Rhizobiales	1	0.001721664	NA	NA	Bacteria
4fef9d9aa8460d0cceb0ac68e26ac4f2	Rhizobiales	1	0.000773296	NA	NA	Bacteria
f5b31eefc33aa5df4db97414c6832166	Rhizobiales	1	0.000773296	NA	NA	Bacteria
9544ab2929b34996d64f6b896ee64dce	Burkholderiales	1	0.000773296	NA	NA	Bacteria
c587d2e137dd9ae8aeccfaa439671b51	Sphingomonadales	1	0.0009942	NA	NA	Bacteria
84d9829c10ce669eb78999a492dd2f18	Rhizobiales	1	0.0009942	NA	NA	Bacteria
d5b95c1d511b50952975f256bb9ae7ec	Caulobacterales	1	0.001679731	NA	NA	Bacteria
91e12b99ed852f2787ed926fd1bcba1d	Rhizobiales	1	0.001679731	NA	NA	Bacteria
a4020b60a75ded6505de738eea879904	Sphingomonadales	1	0.00094399	NA	NA	Bacteria
7e4d55dbc4f027b9af3895447f364470	Microtrichales	1	0.00094399	NA	NA	Bacteria
036573a2cd36967a6560e0e60cdb1731	Solirubrobacterales	1	0.00094399	NA	NA	Bacteria
df54d23a36a05aa6c6ed757667716db2	Rhizobiales	1	0.000939555	NA	NA	Bacteria
6290f87d3c2f5dfd737d8a8077069db9	Burkholderiales	1	0.000939555	NA	NA	Bacteria
929509a6e6402783be9af3649291ebcc	Solirubrobacterales	1	0.000939555	NA	NA	Bacteria
ea5ee9c702870be75139f16b09f47450	Rhizobiales	1	0.000555453	NA	NA	Bacteria
8f2d764f95c7fe0373c1fd2ca05318a4	Propionibacteriales	1	0.000555453	NA	NA	Bacteria
13ca79aaef5ba2912a05cbd3fb0ab391	Microtrichales	1	0.000663423	NA	NA	Bacteria
440c1ec416a3737a44179ad3a1330a58	Microtrichales	1	0.00093794	NA	NA	Bacteria
88748d50443660066c7e0089635eb00a	Sphingomonadales	1	0.00093794	NA	NA	Bacteria
e920eb5bcb5fa198cc307b799a4376ae	Burkholderiales	1	0.00093794	NA	NA	Bacteria
7ce41ccdcc8d9b6466d82391c63c91bc	Rhizobiales	1	0.00093794	NA	NA	Bacteria
b107d6a01e94bee245e5b7f32832b751	Sphingomonadales	1	0.000801603	NA	NA	Bacteria
29300ca3d2fc4cb69fa71310c729c073	Rhizobiales	1	0.000801603	NA	NA	Bacteria
c4f50818eb9fc0790aca1f9e7ba1fb72	Sphingomonadales	1	0.000801603	NA	NA	Bacteria
5d536946f1c2e07a613c7c7d440fdb92	Rhizobiales	1	0.000962773	NA	NA	Bacteria
1cebf057ec3ed01b47e37904fa0a93a6	Sphingomonadales	1	0.000962773	NA	NA	Bacteria
577c15e04cf77bed841847bd0c1422a9	Solirubrobacterales	1	0.000962773	NA	NA	Bacteria
96969871963a83d1b5c43ccc9e05f65c	Microtrichales	1	0.001560062	NA	NA	Bacteria
8b7431e6158a417ba5a3acab78f9134b	Rhizobiales	1	0.001560062	NA	NA	Bacteria
d15c7e7a3f4f307dc812916bf06cf7b9	Burkholderiales	1	0.000586224	NA	NA	Bacteria
4d59978068ff1073407e658bcfb18305	Caulobacterales	1	0.000586224	NA	NA	Bacteria
e2a13bacce84f8a2397a9b2ed5bf3443	Solirubrobacterales	1	0.000586224	NA	NA	Bacteria
00472bd337d17f7ab62846556d6d7fe6	Caulobacterales	1	0.001072961	NA	NA	Bacteria
e90c23b90d6032c6334a9f551d5ca2a4	Sphingomonadales	1	0.001072961	NA	NA	Bacteria
030ad283af90c1b24b107b381ec79ca4	Sphingomonadales	1	0.001072961	NA	NA	Bacteria
634b463f66c219cb21a13df552121312	Rhizobiales	1	0.000709639	NA	NA	Bacteria
136b30225460098fc2fb4446cecc6c63	Rhizobiales	1	0.001427212	NA	NA	Bacteria
94230c04a6361e6dce17556e00c6b6cf	Rhizobiales	1	0.001427212	NA	NA	Bacteria
2096738b95412cb9ddca9a2fad5863da	Burkholderiales	1	0.001427212	NA	NA	Bacteria
81e20ac0be9499a7fd9419552e48e0bd	Rhizobiales	1	0.001427212	NA	NA	Bacteria
1d418bb02b6e310b0be01df1c32e5a33	Rhizobiales	1	0.000547445	NA	NA	Bacteria
75ba35e8efc21b0c7071cbe438e9e7b4	Rhizobiales	1	0.000547445	NA	NA	Bacteria
a152721aa333fdbb051e6829db23fe0a	Sphingomonadales	1	0.001103753	NA	NA	Bacteria
41f743210887a6507588ec013151a8a8	Propionibacteriales	1	0.000551826	NA	NA	Bacteria
a548c03d1de22d953414b27345059012	Sphingomonadales	1	0.001359003	NA	NA	Bacteria
ff9476c471dcaf899794709f6d573325	Rhizobiales	1	0.001359003	NA	NA	Bacteria
fefb1cad61b8c36a2295942760d5ab0e	Burkholderiales	1	0.000509165	NA	NA	Bacteria
e15185d2e57246f3c1265a716abdf437	Microtrichales	1	0.000509165	NA	NA	Bacteria
012e181d25f83edff94d610aef9e5c1a	Caulobacterales	1	0.000509165	NA	NA	Bacteria
24b36cfa24530aa70c9746042b4ef762	Burkholderiales	1	0.00078125	NA	NA	Bacteria
11ca9161aa4e923a5baa10abb680edad	Rhizobiales	1	0.00078125	NA	NA	Bacteria
f6212a11e8bd43b367d82649a8347ecf	Burkholderiales	1	0.00078125	NA	NA	Bacteria
024ad4ba710c23b0b0c50fcebffa1956	Rhizobiales	1	0.000551319	NA	NA	Bacteria
8a0cd44d049f4e20eaffe44e7f451872	Caulobacterales	1	0.000551319	NA	NA	Bacteria
a9fae674901a187578be81fd5335eca1	Burkholderiales	1	0.00080591	NA	NA	Bacteria
d0a349114fb72eda9deccb0fa091a776	Caulobacterales	1	0.00080591	NA	NA	Bacteria
4c58c0ce7e35298b7c00dc553edab7ff	Rhizobiales	1	0.000696298	NA	NA	Bacteria
b7df86933e1d70322bca7ee53fb01f2f	Burkholderiales	1	0.000696298	NA	NA	Bacteria
58c8f6cb21a0146ed6a99f16725e47d0	Propionibacteriales	1	0.001055966	NA	NA	Bacteria
b61981e89130536c6f4cde12be3fed3c	Rhizobiales	1	0.001055966	NA	NA	Bacteria
eb970c4d4a3d8178d9ceb20a68e96123	Burkholderiales	1	0.001055966	NA	NA	Bacteria
253a4791e151306a8c49c1d932b37b84	Solirubrobacterales	1	0.000778574	NA	NA	Bacteria
0d8181eecd8e5d47242409240cdb68f2	Rhizobiales	1	0.000778574	NA	NA	Bacteria
7116f8ee9efc7a07a576701b9a7e5249	Solirubrobacterales	1	0.000778574	NA	NA	Bacteria
863b8423b5f8bb93edb59b636f9f0c9e	Solirubrobacterales	1	0.000660502	NA	NA	Bacteria
0332c2f059389798eab5d05e771e4d7f	Rhizobiales	1	0.000783576	NA	NA	Bacteria
34d63584980e3fcc8785b78bd61a7847	Sphingomonadales	1	0.000612895	NA	NA	Bacteria
121bc654b6e2aa27bb480aceaf959b07	Burkholderiales	1	0.000612895	NA	NA	Bacteria
b3d4688a1b8f1d7cec2778f85c4a636b	Burkholderiales	1	0.000612895	NA	NA	Bacteria
e39c1076f85dc7c6bfbe5b991f62ec47	Microtrichales	1	0.000835841	NA	NA	Bacteria
2db27d3792d5e37775bedaf4bb476b65	Rhizobiales	1	0.000835841	NA	NA	Bacteria
24646ef027d665d4a71623914730bd84	Rhizobiales	1	0.000835841	NA	NA	Bacteria
a9008aa0845286174def27f58a569a45	Rhizobiales	1	0.001148633	NA	NA	Bacteria
bee9e8f5004efa89423b3c1be29b78a9	Rhizobiales	1	0.001148633	NA	NA	Bacteria
54424ba0a2e2d884c330e16ada402fe8	Sphingomonadales	1	0.000577034	NA	NA	Bacteria
b2b956cabbb8099bf564dbe8414da3b8	Microtrichales	1	0.000513084	NA	NA	Bacteria
f9d5fdbe803f4f3d2b1e35e8225f1931	Rhizobiales	1	0.000682408	NA	NA	Bacteria
9a0c125793d25a0d5a858b9316a47596	Rhizobiales	1	0.000682408	NA	NA	Bacteria
15fc4372aae643983661cfbfbffef623	Rhizobiales	1	0.000682408	NA	NA	Bacteria
f8199ee9470d4056521a3c156c675c10	Burkholderiales	1	0.000910913	NA	NA	Bacteria
563d4fd15a7856be660027050271e266	Burkholderiales	2	0.000652493	0.000149829	0.000105945	Bacteria
ab83d8294c5cceb7e86c880a4c9493da	Caulobacterales	1	0.000910913	NA	NA	Bacteria
127dde048c0fcd917b1b30a21c34a92f	Burkholderiales	1	0.000910913	NA	NA	Bacteria
dcc438c3a37c3bb1b24454f1e42f159e	Sphingomonadales	1	0.001519295	NA	NA	Bacteria
c27313216a897ca28050a738d6311703	Caulobacterales	1	0.000710126	NA	NA	Bacteria
c4146e04614af79075729ff1d403725a	Burkholderiales	1	0.000544366	NA	NA	Bacteria
583e6f64bf3cfee246579d20e77e95a9	Sphingomonadales	1	0.000544366	NA	NA	Bacteria
faba26ca7a5ea960d1afee7fa99cceb6	Rhizobiales	1	0.001259129	NA	NA	Bacteria
4405f6e09982250f56a57380eefb2658	Burkholderiales	1	0.001259129	NA	NA	Bacteria
e970948de77a924e4ba5ff6d41e8bebd	Solirubrobacterales	1	0.000796813	NA	NA	Bacteria
cd1407f06ccfce745397552fd75da6ac	Microtrichales	1	0.000796813	NA	NA	Bacteria
51736308221edfd725965e3c1e755a8f	Caulobacterales	1	0.000604011	NA	NA	Bacteria
39ad904f3a2bedef8a233a5e3c4c8102	Burkholderiales	1	0.000581463	NA	NA	Bacteria
498bfeca51de0eb892a06def249adee2	Sphingomonadales	1	0.00075358	NA	NA	Bacteria
40c2f01295ca6608d3ae58789bc0a8f7	Propionibacteriales	1	0.00075358	NA	NA	Bacteria
b56605c6145206edb50f739e72fdc8e5	Burkholderiales	1	0.000801282	NA	NA	Bacteria
a554b44b5c597064bc0785714749ab5f	Propionibacteriales	1	0.000801282	NA	NA	Bacteria
5fc9b1141d04a2fc354026fd172437df	Rhizobiales	1	0.000983091	NA	NA	Bacteria
ee6f4589f8eea5b1b422727682113fc4	Rhizobiales	1	0.000896379	NA	NA	Bacteria
f076c3c9da71805f7b7f322b1f93037d	Burkholderiales	1	0.000837521	NA	NA	Bacteria
13d17f41596001b58bad994c83de3618	Burkholderiales	1	0.000652742	NA	NA	Bacteria
0219f7b310dbd5f8260eec175d113c04	Caulobacterales	1	0.000652742	NA	NA	Bacteria
35149e83a92ef63cb968f7bb7d1a86a1	Propionibacteriales	1	0.000652742	NA	NA	Bacteria
3592f2b8f0f89678c3ee005e45e92a31	Sphingomonadales	1	0.000702445	NA	NA	Bacteria
a900a122a4e73b4e574fd95b238f9ff9	Microtrichales	1	0.000702445	NA	NA	Bacteria
be93b8b376bfbb499115e7788acb1e1c	Rhizobiales	1	0.000702445	NA	NA	Bacteria
c30a7fc43909fb4bfde1583761a040d0	Caulobacterales	1	0.000644995	NA	NA	Bacteria
d86bbbd14470a57d3d15275891e508e5	Burkholderiales	1	0.000644995	NA	NA	Bacteria
292d24de8e133238c2118cf0d6b228ca	Microtrichales	1	0.000644995	NA	NA	Bacteria
6c77c9ba7db9110f832e44df0516fd2b	Solirubrobacterales	1	0.000644995	NA	NA	Bacteria
bfe865d0e54cc09106fe0191655cab04	Rhizobiales	1	0.000644995	NA	NA	Bacteria
f69f1f7fe0c5dede31df1b4fc5140677	Microtrichales	1	0.000644995	NA	NA	Bacteria
e4a00f60c9ce14e97e9bfda4c658f2cb	Solirubrobacterales	1	0.001571339	NA	NA	Bacteria
6607517155567c75ffb66cfbc69e3982	Sphingomonadales	1	0.001571339	NA	NA	Bacteria
1cef3c2c269902b24883ab18816c16d6	Rhizobiales	1	0.000520291	NA	NA	Bacteria
f0c415f0637a7b7b8c965bfe2392b649	Burkholderiales	1	0.000520291	NA	NA	Bacteria
099660621e46155048cf80ca6f049672	Microtrichales	1	0.000542005	NA	NA	Bacteria
bebe29ddd9b49b378145bc676c0d9c78	Microtrichales	1	0.000542005	NA	NA	Bacteria
e8f95e36328b3c26e2fa8018b1ce1664	Rhizobiales	1	0.000542005	NA	NA	Bacteria
7cf21f1da102904c9e7a08c9d86d0a3d	Sphingomonadales	1	0.001421262	NA	NA	Bacteria
f4e8d051a0b03783f29669e0cb8c89a0	Sphingomonadales	1	0.001421262	NA	NA	Bacteria
3954c9711dde5efb84058bb310e93b40	Rhizobiales	1	0.001421262	NA	NA	Bacteria
806a3bc258f2d64c04b63711d6e448db	Burkholderiales	1	0.000663658	NA	NA	Bacteria
70e8d7c6b03a9dadef54a71486170758	Rhizobiales	1	0.000663658	NA	NA	Bacteria
3aa23050cb4fe44b7a20aee372e13717	Rhizobiales	1	0.000663658	NA	NA	Bacteria
3cf6537e2a78655ea61b521dfb5fc9fa	Propionibacteriales	1	0.000897666	NA	NA	Bacteria
836b828adc9290c0d2b407c98e984d3a	Rhizobiales	1	0.000897666	NA	NA	Bacteria
29fcb3f9117227db23198043b9a319e5	Rhizobiales	1	0.000747496	NA	NA	Bacteria
f54ae92cbd7b5064acd252a658ba1418	Rhizobiales	1	0.000747496	NA	NA	Bacteria
c37725ed36d92808796be3cefcc2c378	Sphingomonadales	1	0.000747496	NA	NA	Bacteria
a28301d068c2f88fc6ea6161aa7b7da8	Sphingomonadales	1	0.000849329	NA	NA	Bacteria
d5d84eb2eb646e651c10007f6bd4bfce	Solirubrobacterales	1	0.000531745	NA	NA	Bacteria
8cab19f0a20c6f17f478e34e9d3f63e8	Rhizobiales	1	0.000531745	NA	NA	Bacteria
b1132b4e0f54338039188e5088db4c5e	Rhizobiales	1	0.000531745	NA	NA	Bacteria
2bca5d291ed10aa1a36a732dc478d671	Rhizobiales	1	0.000789266	NA	NA	Bacteria
