SampleID_16S	SampleID_ITS	Sample_ID	Site	Region	Cluster
ECOGEN2023_A1_A7_F2.R1	ECOGEN2023_A1_A7_F2.R2	SurveyECOGEN2023_1	LECT-A	Gers	1
ECOGEN2023_B2_B8_F2.R1	ECOGEN2023_B2_B8_F2.R2	SurveyECOGEN2023_10	SAMA-A	Gers	1
ECOGEN2023_D1_D7_F2.R5	ECOGEN2023_D1_D7_F2.R5	SurveyECOGEN2023_100	PREI-A(2)	Gers	1
ECOGEN2023_E1_E7_F2.R5	ECOGEN2023_E1_E7_F2.R5	SurveyECOGEN2023_101	MARS-A	Gers	1
ECOGEN2023_F1_F7_F2.R5	ECOGEN2023_F1_F7_F2.R5	SurveyECOGEN2023_102	MARS-B	Gers	1
ECOGEN2023_G1_G7_F2.R5	ECOGEN2023_G1_G7_F2.R5	SurveyECOGEN2023_103	MONF-A	Gers	1
ECOGEN2023_H1_H7_F2.R5	ECOGEN2023_H1_H7_F2.R5	SurveyECOGEN2023_104	THOM-A	Haute-Garonne	1
ECOGEN2023_A2_A8_F2.R5	ECOGEN2023_A2_A8_F2.R5	SurveyECOGEN2023_105	MONB-A	Gers	2
ECOGEN2023_B2_B8_F2.R5	ECOGEN2023_B2_B8_F2.R5	SurveyECOGEN2023_106	SAMA-A	Gers	1
ECOGEN2023_C2_C8_F2.R5	ECOGEN2023_C2_C8_F2.R5	SurveyECOGEN2023_107	SIMO-A	Gers	1
ECOGEN2023_D2_D8_F2.R5	ECOGEN2023_D2_D8_F2.R5	SurveyECOGEN2023_108	PUYM-B	Haute-Garonne	NA
ECOGEN2023_E2_E8_F2.R5	ECOGEN2023_E2_E8_F2.R5	SurveyECOGEN2023_109	MONTI-A	Gers	1
ECOGEN2023_C2_C8_F2.R1	ECOGEN2023_C2_C8_F2.R2	SurveyECOGEN2023_11	SIMO-A	Gers	1
ECOGEN2023_F2_F8_F2.R5	ECOGEN2023_F2_F8_F2.R5	SurveyECOGEN2023_110	MONTI-B	Gers	1
ECOGEN2023_G2_G8_F2.R5	ECOGEN2023_G2_G8_F2.R5	SurveyECOGEN2023_111	LUNA-A	Haute-Garonne	1
ECOGEN2023_H2_H8_F2.R5	ECOGEN2023_H2_H8_F2.R5	SurveyECOGEN2023_112	BOULO-A	Haute-Garonne	1
ECOGEN2023_A3_A9_F2.R5	ECOGEN2023_A3_A9_F2.R5	SurveyECOGEN2023_113	MASS-A	Gers	2
ECOGEN2023_B3_B9_F2.R5	ECOGEN2023_B3_B9_F2.R5	SurveyECOGEN2023_114	SEIS-A	Gers	NA
ECOGEN2023_C3_C9_F2.R5	ECOGEN2023_C3_C9_F2.R5	SurveyECOGEN2023_115	MEDA-A	Gers	1
ECOGEN2023_D3_D9_F2.R5	ECOGEN2023_D3_D9_F2.R5	SurveyECOGEN2023_116	BARC-A	Gers	1
ECOGEN2023_E3_E9_F2.R5	ECOGEN2023_E3_E9_F2.R5	SurveyECOGEN2023_117	VILLEM-A	Hautes-Pyrenees	1
ECOGEN2023_F3_F9_F2.R5	ECOGEN2023_F3_F9_F2.R5	SurveyECOGEN2023_118	BERNA-A	Hautes-Pyrenees	1
ECOGEN2023_G3_G9_F2.R5	ECOGEN2023_G3_G9_F2.R5	SurveyECOGEN2023_119	MONTG-B	Hautes-Pyrenees	1
ECOGEN2023_D2_D8_F2.R1	ECOGEN2023_D2_D8_F2.R2	SurveyECOGEN2023_12	PUYM-B	Haute-Garonne	NA
ECOGEN2023_H3_H9_F2.R5	ECOGEN2023_H3_H9_F2.R5	SurveyECOGEN2023_120	BAGNB-B	Hautes-Pyrenees	1
ECOGEN2023_A4_A10_F2.R5	ECOGEN2023_A4_A10_F2.R5	SurveyECOGEN2023_121	BANI-A	Hautes-Pyrenees	2
ECOGEN2023_B4_B10_F2.R5	ECOGEN2023_B4_B10_F2.R5	SurveyECOGEN2023_122	BANI-B	Hautes-Pyrenees	2
ECOGEN2023_C4_C10_F2.R5	ECOGEN2023_C4_C10_F2.R5	SurveyECOGEN2023_123	BANI-C	Hautes-Pyrenees	2
ECOGEN2023_D4_D10_F2.R5	ECOGEN2023_D4_D10_F2.R5	SurveyECOGEN2023_124	BULA-A	Hautes-Pyrenees	3
ECOGEN2023_E4_E10_F2.R5	ECOGEN2023_E4_E10_F2.R5	SurveyECOGEN2023_125	GREZ-A	Hautes-Pyrenees	NA
ECOGEN2023_F4_F10_F2.R5	ECOGEN2023_F4_F10_F2.R5	SurveyECOGEN2023_126	CAZA-A	Hautes-Pyrenees	NA
ECOGEN2023_G4_G10_F2.R5	ECOGEN2023_G4_G10_F2.R5	SurveyECOGEN2023_127	CIER-A	Haute-Garonne	2
ECOGEN2023_H4_H10_F2.R5	ECOGEN2023_H4_H10_F2.R5	SurveyECOGEN2023_128	CIER-B	Haute-Garonne	2
ECOGEN2023_A5_A11_F2.R5	ECOGEN2023_A5_A11_F2.R5	SurveyECOGEN2023_129	CIER-C	Haute-Garonne	2
ECOGEN2023_E2_E8_F2.R1	ECOGEN2023_E2_E8_F2.R2	SurveyECOGEN2023_13	MONTI-A	Gers	1
ECOGEN2023_B5_B11_F2.R5	ECOGEN2023_B5_B11_F2.R5	SurveyECOGEN2023_130	MONTM-A	Haute-Garonne	2
ECOGEN2023_C5_C11_F2.R5	ECOGEN2023_C5_C11_F2.R5	SurveyECOGEN2023_131	MONTM-B	Haute-Garonne	2
ECOGEN2023_D5_D11_F2.R5	ECOGEN2023_D5_D11_F2.R5	SurveyECOGEN2023_132	JUZET-A	Haute-Garonne	2
ECOGEN2023_E5_E11_F2.R5	ECOGEN2023_E5_E11_F2.R5	SurveyECOGEN2023_133	JUZET-B	Haute-Garonne	2
ECOGEN2023_F5_F11_F2.R5	ECOGEN2023_F5_F11_F2.R5	SurveyECOGEN2023_134	JUZET-C	Haute-Garonne	3
ECOGEN2023_G5_G11_F2.R5	ECOGEN2023_G5_G11_F2.R5	SurveyECOGEN2023_135	CHEI-A	Haute-Garonne	NA
ECOGEN2023_H5_H11_F2.R5	ECOGEN2023_H5_H11_F2.R5	SurveyECOGEN2023_136	SALE-A	Haute-Garonne	1
ECOGEN2023_A6_A12_F2.R5	ECOGEN2023_A6_A12_F2.R5	SurveyECOGEN2023_137	AUZE-A	Haute-Garonne	1
ECOGEN2023_B6_B12_F2.R5	ECOGEN2023_B6_B12_F2.R5	SurveyECOGEN2023_138	AURE-B	Haute-Garonne	2
ECOGEN2023_C6_C12_F2.R5	ECOGEN2023_C6_C12_F2.R5	SurveyECOGEN2023_139	LABA-A	Haute-Garonne	1
ECOGEN2023_F2_F8_F2.R1	ECOGEN2023_F2_F8_F2.R2	SurveyECOGEN2023_14	MONTI-B	Gers	1
ECOGEN2023_D6_D12_F2.R5	ECOGEN2023_D6_D12_F2.R5	SurveyECOGEN2023_140	LABA-B	Haute-Garonne	1
ECOGEN2023_E6_E12_F2.R5	ECOGEN2023_E6_E12_F2.R5	SurveyECOGEN2023_141	LABA-C	Haute-Garonne	1
ECOGEN2023_F6_F12_F2.R5	ECOGEN2023_F6_F12_F2.R5	SurveyECOGEN2023_142	SAUB-C	Haute-Garonne	4
ECOGEN2023_G6_G12_F2.R5	ECOGEN2023_G6_G12_F2.R5	SurveyECOGEN2023_143	SAUB-B	Haute-Garonne	3
ECOGEN2023_H6_H12_F2.R5	ECOGEN2023_H6_H12_F2.R5	SurveyECOGEN2023_144	SAUB-A	Haute-Garonne	3
ECOGEN2023_A1_A7_F2.R6	ECOGEN2023_A1_A7_F2.R6	SurveyECOGEN2023_145	LAMA-A	Haute-Garonne	1
ECOGEN2023_B1_B7_F2.R6	ECOGEN2023_B1_B7_F2.R6	SurveyECOGEN2023_146	LAMA-B	Haute-Garonne	1
ECOGEN2023_C1_C7_F2.R6	ECOGEN2023_C1_C7_F2.R6	SurveyECOGEN2023_147	CLAR-A	Haute-Garonne	1
ECOGEN2023_D1_D7_F2.R6	ECOGEN2023_D1_D7_F2.R6	SurveyECOGEN2023_148	CLAR-B	Haute-Garonne	4
ECOGEN2023_E1_E7_F2.R6	ECOGEN2023_E1_E7_F2.R6	SurveyECOGEN2023_149	CLAR-C	Haute-Garonne	3
ECOGEN2023_G2_G8_F2.R1	ECOGEN2023_G2_G8_F2.R2	SurveyECOGEN2023_15	LUNA-A	Haute-Garonne	1
ECOGEN2023_F1_F7_F2.R6	ECOGEN2023_F1_F7_F2.R6	SurveyECOGEN2023_150	CAST-A	Haute-Garonne	1
ECOGEN2023_G1_G7_F2.R6	ECOGEN2023_G1_G7_F2.R6	SurveyECOGEN2023_151	CEPE-A	Haute-Garonne	1
ECOGEN2023_H1_H7_F2.R6	ECOGEN2023_H1_H7_F2.R6	SurveyECOGEN2023_152	MERV-A	Haute-Garonne	1
ECOGEN2023_A2_A8_F2.R6	ECOGEN2023_A2_A8_F2.R6	SurveyECOGEN2023_153	BESS-A	Aveyron	3
ECOGEN2023_B2_B8_F2.R6	ECOGEN2023_B2_B8_F2.R6	SurveyECOGEN2023_154	LAGR-A	Haute-Garonne	3
ECOGEN2023_C2_C8_F2.R6	ECOGEN2023_C2_C8_F2.R6	SurveyECOGEN2023_155	DIEU-A	Tarn-et-Garonne	4
ECOGEN2023_D2_D8_F2.R6	ECOGEN2023_D2_D8_F2.R6	SurveyECOGEN2023_156	NAZA-A	Tarn-et-Garonne	1
ECOGEN2023_E2_E8_F2.R6	ECOGEN2023_E2_E8_F2.R6	SurveyECOGEN2023_157	LAUZ-A	Tarn-et-Garonne	1
ECOGEN2023_F2_F8_F2.R6	ECOGEN2023_F2_F8_F2.R6	SurveyECOGEN2023_158	BARR-A	Tarn-et-Garonne	3
ECOGEN2023_G2_G8_F2.R6	ECOGEN2023_G2_G8_F2.R6	SurveyECOGEN2023_159	DECA-A	Tarn-et-Garonne	1
ECOGEN2023_H2_H8_F2.R1	ECOGEN2023_H2_H8_F2.R2	SurveyECOGEN2023_16	BOULO-A	Haute-Garonne	1
ECOGEN2023_H2_H8_F2.R6	ECOGEN2023_H2_H8_F2.R6	SurveyECOGEN2023_160	CAPE-A	Tarn	4
ECOGEN2023_A3_A9_F2.R6	ECOGEN2023_A3_A9_F2.R6	SurveyECOGEN2023_161	MONE-A	Tarn	4
ECOGEN2023_B3_B9_F2.R6	ECOGEN2023_B3_B9_F2.R6	SurveyECOGEN2023_162	ANGE-A	Tarn	1
ECOGEN2023_C3_C9_F2.R6	ECOGEN2023_C3_C9_F2.R6	SurveyECOGEN2023_163	ANGE-B	Tarn	1
ECOGEN2023_D3_D9_F2.R6	ECOGEN2023_D3_D9_F2.R6	SurveyECOGEN2023_164	GAIL-A	Tarn	1
ECOGEN2023_E3_E9_F2.R6	ECOGEN2023_E3_E9_F2.R6	SurveyECOGEN2023_165	GAIL-B	Tarn	1
ECOGEN2023_F3_F9_F2.R6	ECOGEN2023_F3_F9_F2.R6	SurveyECOGEN2023_166	MONT-A	Tarn	NA
ECOGEN2023_G3_G9_F2.R6	ECOGEN2023_G3_G9_F2.R6	SurveyECOGEN2023_167	MONT-B	Tarn	NA
ECOGEN2023_H3_H9_F2.R6	ECOGEN2023_H3_H9_F2.R6	SurveyECOGEN2023_168	AMBR-A	Tarn	1
ECOGEN2023_A4_A10_F2.R6	ECOGEN2023_A4_A10_F2.R6	SurveyECOGEN2023_169	MULE-A	Tarn	NA
ECOGEN2023_A3_A9_F2.R1	ECOGEN2023_A3_A9_F2.R2	SurveyECOGEN2023_17	MASS-A	Gers	2
ECOGEN2023_B4_B10_F2.R6	ECOGEN2023_B4_B10_F2.R6	SurveyECOGEN2023_170	PAMP-A	Tarn	1
ECOGEN2023_C4_C10_F2.R6	ECOGEN2023_C4_C10_F2.R6	SurveyECOGEN2023_171	PAMP-B	Tarn	1
ECOGEN2023_D4_D10_F2.R6	ECOGEN2023_D4_D10_F2.R6	SurveyECOGEN2023_172	BARA-B	Aveyron	1
ECOGEN2023_B3_B9_F2.R1	ECOGEN2023_B3_B9_F2.R2	SurveyECOGEN2023_18	SEIS-A	Gers	NA
ECOGEN2023_C3_C9_F2.R1	ECOGEN2023_C3_C9_F2.R2	SurveyECOGEN2023_19	MEDA-A	Gers	1
ECOGEN2023_A1_A7_F3.R1	ECOGEN2023_A1_A7_F4.R2	SurveyECOGEN2023_193	SORE-A	Tarn	2
ECOGEN2023_B1_B7_F3.R1	ECOGEN2023_B1_B7_F4.R2	SurveyECOGEN2023_194	LABR-A	Tarn	NA
ECOGEN2023_C1_C7_F3.R1	ECOGEN2023_C1_C7_F4.R2	SurveyECOGEN2023_195	ROQU-B	Tarn	NA
ECOGEN2023_D1_D7_F3.R1	ECOGEN2023_D1_D7_F4.R2	SurveyECOGEN2023_196	LACR-A	Ariege	3
ECOGEN2023_E1_E7_F3.R1	ECOGEN2023_E1_E7_F4.R2	SurveyECOGEN2023_197	LACR-C	Ariege	1
ECOGEN2023_F1_F7_F3.R1	ECOGEN2023_F1_F7_F4.R2	SurveyECOGEN2023_198	CASTI-A	Ariege	3
ECOGEN2023_G1_G7_F3.R1	ECOGEN2023_G1_G7_F4.R2	SurveyECOGEN2023_199	BULE-A	Ariege	NA
ECOGEN2023_B1_B7_F2.R1	ECOGEN2023_B1_B7_F2.R2	SurveyECOGEN2023_2	LECT-B	Gers	1
ECOGEN2023_D3_D9_F2.R1	ECOGEN2023_D3_D9_F2.R2	SurveyECOGEN2023_20	BARC-A	Gers	1
ECOGEN2023_H1_H7_F3.R1	ECOGEN2023_H1_H7_F4.R2	SurveyECOGEN2023_200	JACO-A	Ariege	1
ECOGEN2023_A2_A8_F3.R1	ECOGEN2023_A2_A8_F4.R2	SurveyECOGEN2023_201	JACO-B	Ariege	NA
ECOGEN2023_B2_B8_F3.R1	ECOGEN2023_B2_B8_F4.R2	SurveyECOGEN2023_202	JACO-C	Ariege	1
ECOGEN2023_C2_C8_F3.R1	ECOGEN2023_C2_C8_F4.R2	SurveyECOGEN2023_203	SAUR-A	Haute-Garonne	NA
ECOGEN2023_D2_D8_F3.R1	ECOGEN2023_D2_D8_F4.R2	SurveyECOGEN2023_204	MERE-A	Ariege	4
ECOGEN2023_E2_E8_F3.R1	ECOGEN2023_E2_E8_F4.R2	SurveyECOGEN2023_205	MERE-B	Ariege	1
ECOGEN2023_F2_F8_F3.R1	ECOGEN2023_F2_F8_F4.R2	SurveyECOGEN2023_206	AXLE-A	Ariege	1
ECOGEN2023_G2_G8_F3.R1	ECOGEN2023_G2_G8_F4.R2	SurveyECOGEN2023_207	LUZE-A	Ariege	1
ECOGEN2023_H2_H8_F3.R1	ECOGEN2023_H2_H8_F4.R2	SurveyECOGEN2023_208	LUZE-B	Ariege	1
ECOGEN2023_A3_A9_F3.R1	ECOGEN2023_A3_A9_F4.R2	SurveyECOGEN2023_209	LUZE-D	Ariege	1
ECOGEN2023_E3_E9_F2.R1	ECOGEN2023_E3_E9_F2.R2	SurveyECOGEN2023_21	VILLEM-A	Hautes-Pyrenees	1
ECOGEN2023_B3_B9_F3.R1	ECOGEN2023_B3_B9_F4.R2	SurveyECOGEN2023_210	LUZE-E	Ariege	1
ECOGEN2023_C3_C9_F3.R1	ECOGEN2023_C3_C9_F4.R2	SurveyECOGEN2023_211	LESP-A	Ariege	1
ECOGEN2023_D3_D9_F3.R1	ECOGEN2023_D3_D9_F4.R2	SurveyECOGEN2023_212	LABAS-A	Ariege	1
ECOGEN2023_E3_E9_F3.R1	ECOGEN2023_E3_E9_F4.R2	SurveyECOGEN2023_213	LABAS-B	Ariege	1
ECOGEN2023_F3_F9_F3.R1	ECOGEN2023_F3_F9_F4.R2	SurveyECOGEN2023_214	MONTB-A	Haute-Garonne	1
ECOGEN2023_G3_G9_F3.R1	ECOGEN2023_G3_G9_F4.R2	SurveyECOGEN2023_215	CARL-A	Ariege	1
ECOGEN2023_A4_A10_F3.R1	ECOGEN2023_A4_A10_F4.R2	SurveyECOGEN2023_217	CINT-A	Haute-Garonne	1
ECOGEN2023_B4_B10_F3.R1	ECOGEN2023_B4_B10_F4.R2	SurveyECOGEN2023_218	CINT-B	Haute-Garonne	4
ECOGEN2023_C4_C10_F3.R1	ECOGEN2023_C4_C10_F4.R2	SurveyECOGEN2023_219	BACC-A	Haute-Garonne	NA
ECOGEN2023_F3_F9_F2.R1	ECOGEN2023_F3_F9_F2.R2	SurveyECOGEN2023_22	BERNA-A	Hautes-Pyrenees	1
ECOGEN2023_D4_D10_F3.R1	ECOGEN2023_D4_D10_F4.R2	SurveyECOGEN2023_220	VILLE-A	Haute-Garonne	1
ECOGEN2023_E4_E10_F3.R1	ECOGEN2023_E4_E10_F4.R2	SurveyECOGEN2023_221	VILLE-B	Haute-Garonne	1
ECOGEN2023_F4_F10_F3.R1	ECOGEN2023_F4_F10_F4.R2	SurveyECOGEN2023_222	VILLE-C	Haute-Garonne	1
ECOGEN2023_G4_G10_F3.R1	ECOGEN2023_G4_G10_F4.R2	SurveyECOGEN2023_223	VILLE-D	Haute-Garonne	1
ECOGEN2023_H4_H10_F3.R1	ECOGEN2023_H4_H10_F4.R2	SurveyECOGEN2023_224	JUZES-A	Haute-Garonne	NA
ECOGEN2023_A5_A11_F3.R1	ECOGEN2023_A5_A11_F4.R2	SurveyECOGEN2023_225	SALV-A	Tarn	2
ECOGEN2023_B5_B11_F3.R1	ECOGEN2023_B5_B11_F4.R2	SurveyECOGEN2023_226	FERR-A	Tarn	2
ECOGEN2023_C5_C11_F3.R1	ECOGEN2023_C5_C11_F4.R2	SurveyECOGEN2023_227	ESPE-B	Tarn	2
ECOGEN2023_D5_D11_F3.R1	ECOGEN2023_D5_D11_F4.R2	SurveyECOGEN2023_228	PASD-B	Aveyron	1
ECOGEN2023_E5_E11_F3.R1	ECOGEN2023_E5_E11_F4.R2	SurveyECOGEN2023_229	FAYA-A	Aveyron	NA
ECOGEN2023_G3_G9_F2.R1	ECOGEN2023_G3_G9_F2.R2	SurveyECOGEN2023_23	MONTG-B	Hautes-Pyrenees	1
ECOGEN2023_F5_F11_F3.R1	ECOGEN2023_F5_F11_F4.R2	SurveyECOGEN2023_230	CAMA-C	Aveyron	1
ECOGEN2023_G5_G11_F3.R1	ECOGEN2023_G5_G11_F4.R2	SurveyECOGEN2023_231	CAMA-D	Aveyron	1
ECOGEN2023_H5_H11_F3.R1	ECOGEN2023_H5_H11_F4.R2	SurveyECOGEN2023_232	CAMA-E	Aveyron	NA
ECOGEN2023_A6_A12_F3.R1	ECOGEN2023_A6_A12_F4.R2	SurveyECOGEN2023_233	CERN-A	Aveyron	2
ECOGEN2023_B6_B12_F3.R1	ECOGEN2023_B6_B12_F4.R2	SurveyECOGEN2023_234	ROQU-A	Tarn	NA
ECOGEN2023_C6_C12_F3.R1	ECOGEN2023_C6_C12_F4.R2	SurveyECOGEN2023_235	VICT-C	Aveyron	1
ECOGEN2023_D6_D12_F3.R1	ECOGEN2023_D6_D12_F4.R2	SurveyECOGEN2023_236	VICT-D	Aveyron	NA
ECOGEN2023_E6_E12_F3.R1	ECOGEN2023_E6_E12_F4.R2	SurveyECOGEN2023_237	BROU-A	Aveyron	1
ECOGEN2023_F6_F12_F3.R1	ECOGEN2023_F6_F12_F4.R2	SurveyECOGEN2023_238	BROU-B	Aveyron	NA
ECOGEN2023_G6_G12_F3.R1	ECOGEN2023_G6_G12_F4.R2	SurveyECOGEN2023_239	BROU-C	Aveyron	2
ECOGEN2023_H3_H9_F2.R1	ECOGEN2023_H3_H9_F2.R2	SurveyECOGEN2023_24	BAGNB-B	Hautes-Pyrenees	1
ECOGEN2023_H6_H12_F3.R1	ECOGEN2023_H6_H12_F4.R2	SurveyECOGEN2023_240	NAYR-A	Aveyron	2
ECOGEN2023_A1_A7_F3.R2	ECOGEN2023_A1_A7_F4.R3	SurveyECOGEN2023_241	CASS-A	Aveyron	2
ECOGEN2023_B1_B7_F3.R2	ECOGEN2023_B1_B7_F4.R3	SurveyECOGEN2023_242	RAYR-A	Aveyron	1
ECOGEN2023_C1_C7_F3.R2	ECOGEN2023_C1_C7_F4.R3	SurveyECOGEN2023_243	RAYR-B	Aveyron	1
ECOGEN2023_D1_D7_F3.R2	ECOGEN2023_D1_D7_F4.R3	SurveyECOGEN2023_244	BESS-A	Aveyron	3
ECOGEN2023_E1_E7_F3.R2	ECOGEN2023_E1_E7_F4.R3	SurveyECOGEN2023_245	COMT-A	Aveyron	2
ECOGEN2023_F1_F7_F3.R2	ECOGEN2023_F1_F7_F4.R3	SurveyECOGEN2023_246	NAUV-A	Aveyron	2
ECOGEN2023_G1_G7_F3.R2	ECOGEN2023_G1_G7_F4.R3	SurveyECOGEN2023_247	NAUV-B	Aveyron	2
ECOGEN2023_H1_H7_F3.R2	ECOGEN2023_H1_H7_F4.R3	SurveyECOGEN2023_248	NAUV-C	Aveyron	3
ECOGEN2023_A2_A8_F3.R2	ECOGEN2023_A2_A8_F4.R3	SurveyECOGEN2023_249	JULI-A	Aveyron	NA
ECOGEN2023_A4_A10_F2.R1	ECOGEN2023_A4_A10_F2.R2	SurveyECOGEN2023_25	BANI-A	Hautes-Pyrenees	2
ECOGEN2023_B2_B8_F3.R2	ECOGEN2023_B2_B8_F4.R3	SurveyECOGEN2023_250	CRAN-A	Aveyron	2
ECOGEN2023_C2_C8_F3.R2	ECOGEN2023_C2_C8_F4.R3	SurveyECOGEN2023_251	COLO-A	Aveyron	3
ECOGEN2023_D2_D8_F3.R2	ECOGEN2023_D2_D8_F4.R3	SurveyECOGEN2023_252	BELC-A	Aveyron	2
ECOGEN2023_E2_E8_F3.R2	ECOGEN2023_E2_E8_F4.R3	SurveyECOGEN2023_253	BELC-C	Aveyron	2
ECOGEN2023_F2_F8_F3.R2	ECOGEN2023_F2_F8_F4.R3	SurveyECOGEN2023_254	COLO-B	Aveyron	2
ECOGEN2023_G2_G8_F3.R2	ECOGEN2023_G2_G8_F4.R3	SurveyECOGEN2023_255	COLO-C	Aveyron	2
ECOGEN2023_A3_A9_F3.R2	ECOGEN2023_A3_A9_F4.R3	SurveyECOGEN2023_257	LOUB-A	Haute-Garonne	1
ECOGEN2023_B3_B9_F3.R2	ECOGEN2023_B3_B9_F4.R3	SurveyECOGEN2023_258	LOUB-B	Haute-Garonne	1
ECOGEN2023_C3_C9_F3.R2	ECOGEN2023_C3_C9_F4.R3	SurveyECOGEN2023_259	DAMI-A	Tarn	1
ECOGEN2023_B4_B10_F2.R1	ECOGEN2023_B4_B10_F2.R2	SurveyECOGEN2023_26	BANI-B	Hautes-Pyrenees	2
ECOGEN2023_D3_D9_F3.R2	ECOGEN2023_D3_D9_F4.R3	SurveyECOGEN2023_260	DAMI-B	Tarn	1
ECOGEN2023_E3_E9_F3.R2	ECOGEN2023_E3_E9_F4.R3	SurveyECOGEN2023_261	DAMI-C	Tarn	1
ECOGEN2023_F3_F9_F3.R2	ECOGEN2023_F3_F9_F4.R3	SurveyECOGEN2023_262	VIEL-A	Tarn	1
ECOGEN2023_G3_G9_F3.R2	ECOGEN2023_G3_G9_F4.R3	SurveyECOGEN2023_263	REAL-A	Tarn	4
ECOGEN2023_H3_H9_F3.R2	ECOGEN2023_H3_H9_F4.R3	SurveyECOGEN2023_264	VALE-A	Tarn	1
ECOGEN2023_A4_A10_F3.R2	ECOGEN2023_A4_A10_F4.R3	SurveyECOGEN2023_265	BARA-C	Aveyron	1
ECOGEN2023_B4_B10_F3.R2	ECOGEN2023_B4_B10_F4.R3	SurveyECOGEN2023_266	LANT-B	Haute-Garonne	3
ECOGEN2023_C4_C10_F3.R2	ECOGEN2023_C4_C10_F4.R3	SurveyECOGEN2023_267	LANT-C	Haute-Garonne	1
ECOGEN2023_D4_D10_F3.R2	ECOGEN2023_D4_D10_F4.R3	SurveyECOGEN2023_268	LANT-D	Haute-Garonne	1
ECOGEN2023_C4_C10_F2.R1	ECOGEN2023_C4_C10_F2.R2	SurveyECOGEN2023_27	BANI-C	Hautes-Pyrenees	2
ECOGEN2023_D4_D10_F2.R1	ECOGEN2023_D4_D10_F2.R2	SurveyECOGEN2023_28	BULA-A	Hautes-Pyrenees	3
ECOGEN2023_A1_A7_F3.R5	ECOGEN2023_A1_A7_F4.R5	SurveyECOGEN2023_289	SORE-A	Tarn	2
ECOGEN2023_E4_E10_F2.R1	ECOGEN2023_E4_E10_F2.R2	SurveyECOGEN2023_29	GREZ-A	Hautes-Pyrenees	NA
ECOGEN2023_B1_B7_F3.R5	ECOGEN2023_B1_B7_F4.R5	SurveyECOGEN2023_290	LABR-A	Tarn	NA
ECOGEN2023_C1_C7_F3.R5	ECOGEN2023_C1_C7_F4.R5	SurveyECOGEN2023_291	ROQU-B	Tarn	NA
ECOGEN2023_D1_D7_F3.R5	ECOGEN2023_D1_D7_F4.R5	SurveyECOGEN2023_292	LACR-A	Ariege	3
ECOGEN2023_E1_E7_F3.R5	ECOGEN2023_E1_E7_F4.R5	SurveyECOGEN2023_293	LACR-C	Ariege	1
ECOGEN2023_F1_F7_F3.R5	ECOGEN2023_F1_F7_F4.R5	SurveyECOGEN2023_294	CASTI-A	Ariege	3
ECOGEN2023_G1_G7_F3.R5	ECOGEN2023_G1_G7_F4.R5	SurveyECOGEN2023_295	BULE-A	Ariege	NA
ECOGEN2023_H1_H7_F3.R5	ECOGEN2023_H1_H7_F4.R5	SurveyECOGEN2023_296	JACO-A	Ariege	1
ECOGEN2023_A2_A8_F3.R5	ECOGEN2023_A2_A8_F4.R5	SurveyECOGEN2023_297	JACO-B	Ariege	NA
ECOGEN2023_B2_B8_F3.R5	ECOGEN2023_B2_B8_F4.R5	SurveyECOGEN2023_298	JACO-C	Ariege	1
ECOGEN2023_C2_C8_F3.R5	ECOGEN2023_C2_C8_F4.R5	SurveyECOGEN2023_299	SAUR-A	Haute-Garonne	NA
ECOGEN2023_C1_C7_F2.R1	ECOGEN2023_C1_C7_F2.R2	SurveyECOGEN2023_3	PREI-A	Gers	1
ECOGEN2023_F4_F10_F2.R1	ECOGEN2023_F4_F10_F2.R2	SurveyECOGEN2023_30	CAZA-A	Hautes-Pyrenees	NA
ECOGEN2023_D2_D8_F3.R5	ECOGEN2023_D2_D8_F4.R5	SurveyECOGEN2023_300	MERE-A	Ariege	4
ECOGEN2023_E2_E8_F3.R5	ECOGEN2023_E2_E8_F4.R5	SurveyECOGEN2023_301	MERE-B	Ariege	1
ECOGEN2023_F2_F8_F3.R5	ECOGEN2023_F2_F8_F4.R5	SurveyECOGEN2023_302	AXLE-A	Ariege	1
ECOGEN2023_G2_G8_F3.R5	ECOGEN2023_G2_G8_F4.R5	SurveyECOGEN2023_303	LUZE-A	Ariege	1
ECOGEN2023_H2_H8_F3.R5	ECOGEN2023_H2_H8_F4.R5	SurveyECOGEN2023_304	LUZE-B	Ariege	1
ECOGEN2023_A3_A9_F3.R5	ECOGEN2023_A3_A9_F4.R5	SurveyECOGEN2023_305	LUZE-D	Ariege	1
ECOGEN2023_B3_B9_F3.R5	ECOGEN2023_B3_B9_F4.R5	SurveyECOGEN2023_306	LUZE-E	Ariege	1
ECOGEN2023_C3_C9_F3.R5	ECOGEN2023_C3_C9_F4.R5	SurveyECOGEN2023_307	LESP-A	Ariege	1
ECOGEN2023_D3_D9_F3.R5	ECOGEN2023_D3_D9_F4.R5	SurveyECOGEN2023_308	LABAS-A	Ariege	NA
ECOGEN2023_E3_E9_F3.R5	ECOGEN2023_E3_E9_F4.R5	SurveyECOGEN2023_309	LABAS-B	Ariege	1
ECOGEN2023_G4_G10_F2.R1	ECOGEN2023_G4_G10_F2.R2	SurveyECOGEN2023_31	CIER-A	Haute-Garonne	2
ECOGEN2023_F3_F9_F3.R5	ECOGEN2023_F3_F9_F4.R5	SurveyECOGEN2023_310	MONTB-A	Haute-Garonne	1
